hero,connection
LOOP,"ELLIS, KEN,SPIDER-MAN/PETER PAR,SKULL-JACKET,CARDIAC/DR. ELI WIRT,PROUST, PAUL,MURPHY, SEAN,SPIDER-MAN CLONE/BEN,BLACK CAT/FELICIA HA,CELLANOS, MARCELLA,HAVERSHAW, JASON,HAVERSHAW, ANDREA,FAZE,SCAR THE STALKER/BRI"
"LOPEZ, DONNA","PAGE, KAREN,TYPHOID MARY/MARY ME"
"LOR, KONA","GALEN KOR, ADMIRAL [,BOLT, COUNCILMAN AND,CAPTAIN AMERICA,JUSTICE II/VANCE AST,FIRESTAR/ANGELICA JO,VISION ,CHAR, BRON,CHAPMAN, GEN. ULYSSE,IRON MAN/TONY STARK ,SCARLET WITCH/WANDA ,RON, TALLA,HOGAN, VIRGINIA PEPP,CIR, DYLON,WONDER MAN/SIMON WIL,HAWK,BINARY/CAROL DANVERS,SUPREME INTELLIGENCE"
LORD OF LIGHT/BOWEN,"DAGGER/TANDY BOWEN,CLOAK/TYRONE JOHNSON"
LORD TEMPLAR/,"ANT-MAN II/SCOTT HAR,CAPTAIN AMERICA,FIRESTAR/ANGELICA JO,VISION ,ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK,SPENCER, TRACY,JARVIS, EDWIN ,JACK OF HEARTS/JACK ,NOVA/RICHARD RIDER,IRON MAN/TONY STARK ,PAGAN,NELSON, FRANKLIN FOG,WRECKER III/DIRK GAR,ULTRON,TREMONT, JONATHAN,SILVERCLAW/LA GARRA ,LANG, CASSANDRA CASS,WONDER MAN/SIMON WIL,TRIATHLON/DELROY GAR,PILEDRIVER II/BRIAN ,BINARY/CAROL DANVERS,BULLDOZER/HENRY CAMP"
"LUCAS, JAMES","CAGE, LUKE/CARL LUCA,ANDREWS, DARYL TROOP,HARDCORE/,POWER MAN III/STEELE,NITRO/ROBERT L. HUNT,NORTH, DAKOTA,KICKBACK/RICHARD,STRYKER, WILLIS"
LUMINOR,"SIF,ANT-MAN II/SCOTT HAR,HOGUN [ASGARDIAN],LOKI [ASGARDIAN],TAGAR,THOR/DR. DONALD BLAK,BLITZIANA,RIGER,INVISIBLE WOMAN/SUE ,KINCAID, JIMMY,ZEFRA,ANAK,ODIN [ASGARDIAN],KINCAID, DR. JANE FO,LOGA II,BELLAM,THOR II/ROGER RED NO,HIGH EVOLUTIONARY/HE,VOLSTAGG,SIMBUS,KENT, CLARK,GROTESK,LANE, LOIS,BLAKE, DR. DONALD (C"
LUNA/LUNA MAXIMOFF [,"CAPTAIN MARVEL II/MO,CORTEZ, FABIAN,LIPTON, MILES,SIKORSKY,BLACK KNIGHT V/DANE ,ARON [WATCHER],THING/BENJAMIN J. GR,RAZA LONGKNIFE,JONES, RICHARD MILHO,SCARLET WITCH/WANDA ,QUICKSILVER/PIETRO M,MARILLA [INHUMAN],EXODUS/BENNET DUPARI,MAXIMUS [INHUMAN],TOAD/MORTIMER TOYNBE,CH'OD,MALACHI,IRON MAN IV/JAMES R.,DEATHCRY [SHI'AR],DIABLO/ESTEBAN DE AB,UATU,DAZZLER II/ALLISON B,LYJA LAZERFIST [SKRU,BLACK BOLT/BLACKANTO,MEDUSA/MEDUSALITH AM,MAN-BEAST,CHURCHILL, LORD,INVISIBLE WOMAN/SUE ,NOVA II/FRANKIE RAYE,SCANNER II,VERMIN, LADY,CR'REEE,OMEGA RED/ARKADY ROS,MAGNETO/MAGNUS/ERIC ,CRYSTAL [INHUMAN],PYRO/ALLERDYCE JOHNN,CYCLOPS/SCOTT SUMMER,STALLIOR,COOPER, DR. VALERIE,THUNDERSTRIKE/ERIC K,WASP/JANET VAN DYNE ,MEGGAN,FORGOTTEN ONE/GILGAM,CORSAIR,TOBIAS,ISAAC,URSULA, LADY,MADDICKS, ARTHUR ART,BLACKOUT/MARCUS DANI,MAGDALENE/MARISSA DA,MAM'SELLE HEPZIBAH,THOR/DR. DONALD BLAK,NUKLO/ROBERT FRANK J,CAGE, LUKE/CARL LUCA,BURST/,DELPHIS, SIR,MANTIS (SPACE PHANTO,VALINOR,BEAST/HENRY &HANK& P,HAWK,BINARY/CAROL DANVERS,LUMPKIN, WILLIAM WIL,SHE-HULK/JENNIFER WA,QUASAR III/WENDELL V,PHARAOH RAMA-TUT,GORGON [INHUMAN],MADAME MASQUE III,WHIZZER/ROBERT L. FR,STRIDER,SERSI/SYLVIA,JARVIS, EDWIN ,HERCULES [GREEK GOD],NESTOR,SWORDSMAN III/PHILIP,STARFOX/EROS,RAM, SIR,KARNAK [INHUMAN],GYRICH, HENRY PETER,VISION ,NEIFI [INHUMAN],ANT-MAN/DR. HENRY J.,AVALANCHE/DOMINIC PE,MOONSTONE II/KARLA S,SIKORSKY, RAYMOND,RICHARDS, FRANKLIN B,MS. MARVEL II/SHARON,HUMAN TORCH/JOHNNY S,TYGER, LORD,PROFESSOR X/CHARLES ,BLACK WIDOW/NATASHA ,YELLOWJACKET II/RITA,USAGENT/CAPTAIN JOHN,ARKON,NELIT,ARCHAEOPTERYX/TONAJA,IRON MAN/TONY STARK ,BOVA,WEBSTER, NORM,MACTAGGERT, MOIRA KI,KALIKYA [INHUMAN],MR. FANTASTIC/REED R,MACHINE MAN/X-51,WOZ/DEWOZ,CAPTAIN AMERICA,KLEINSTOCK, SVEN,THUNDRA,GATOR, LORD,UNUSCIONE,SUB-MARINER/NAMOR MA,DR. STRANGE/STEPHEN ,RAKSOR [SKRULL],TRITON,MOCKINGBIRD/DR. BARB,HIGH EVOLUTIONARY/HE,MCLAREN, MEGAN,LOCKJAW [INHUMAN]"
"LYNN, NORMA","CHESBRO,SPIDER-MAN/PETER PAR,MONGRAIN, ALISON,ROSE IV/JACOB JAKE C,ELECTRO/MAX DILLON,ROBERTSON, JOE,LEWIS, DET. GARON,FORTUNATO,STACY, PAUL,WATSON-PARKER, MARY ,RANDEAU, DR.,MADAME QWA,GREEN GOBLIN IV/PHIL,DRAGONFLY II/MEIKO Y,BLACK TARANTULA II/C,DILLON, ANITA,DILLON, JONATHAN,DELILAH,HOWARD, PROFESSOR MA"
M-PLATE,"DIRT NAP,WHITE QUEEN/EMMA FRO,SKIN/ANGELO ESPINOSA,PENANCE/MONET ST. CR,AUTHIER, TRACY TRACE,GAIA,SYNCH/EVERETT THOMAS,TOKEN,D.O.A.,CHIMERA II,BANSHEE/SEAN CASSIDY,TIMMONS,CHAMBER/JONOTHON STA,ST. CROIX, CLAUDETTE,EMPLATE/MARIUS ST. C,ST. CROIX, NICOLE,HUSK/PAIGE GUTHRIE,LEECH,AUTHIER, POLICE CHIE,JUBILEE/JUBILATION L,ELWOOD"
MAA-GOR,"PLUNDERER/LORD EDGAR,KA-ZAR/KEVIN PLUNDER,PAGE, KAREN,ICEMAN/ROBERT BOBBY ,CYCLOPS/SCOTT SUMMER,GEMINI/JOSHUA LINK,ANGEL/WARREN KENNETH,MOCKINGBIRD/DR. BARB,NELSON, FRANKLIN FOG,DAREDEVIL/MATT MURDO,ZABU,BEAST/HENRY &HANK& P,PROFESSOR X/CHARLES ,MARVEL GIRL/JEAN GRE"
"MACKAY, AILSA","MACKAY, MURDO"
MADAME MASQUE IV,"BLACK WIDOW/NATASHA ,JUSTICE II/VANCE AST,SCARLET WITCH/WANDA ,FANTASMA,VOSTOK,WONDER MAN/SIMON WIL"
MADAME QWA,"CHESBRO,SPIDER-MAN/PETER PAR,SHOC/NEIL AIKEN,JAMESON, J. JONAH,ROSE IV/JACOB JAKE C,CACHES, PROF. MARINA,YIN, ANGELA,DR. OCTOPUS II/CAROL,ROBERTSON, JOE,ELECTRO/MAX DILLON,ELEKTRA/ELEKTRA NATC,STACY, PAUL,WATSON-PARKER, MARY ,DR. OCTOPUS/OTTO OCT,ROBERTSON, MARTHA,DRAGONFLY II/MEIKO Y,BLACK TARANTULA II/C,URICH, BEN,STUNNER/ANGELINA BRA,YANO,WATSON, ANNA,DELILAH"
MADAME WEB/CASSANDRA,"SPIDER-WOMAN/JESSICA,PARKER, MAY,FRANKLIN, JEREMY,BLACK TOM CASSIDY,GRANT, GLORIA GLORY,FAVERSHAM, DAPHNE,OVERRIDE/DR. GREGORY,BUSHKIN, BARNEY,BONES/ELIZABETH BLIS,LANSING, CHERYL,MAXWELL, MORRIS,LUBENSKI, NATE,SPIDER-MAN/PETER PAR,JAMESON, J. JONAH,WONG,JAMESON, MARLA MADIS,ROBERTSON, JOE,MAYE, APRIL,SHADOWCASTER/,WATSON-PARKER, MARY ,SPIDER-WOMAN IV/CHAR,MERIDIAN, DR. ROBERT,SPIDER-MAN III/MARTH,JUGGERNAUT/CAIN MARK,MOLTEN MAN/MARK RAXT,GREEN GOBLIN/NORMAN ,SPIDER-WOMAN II/JULI,DOLMAN,LEEDS, BETTY BRANT,STACY, JILL,CREEP/,SKIN II/DONNA BLISS,LEIGHTON, BRIAN"
"MADDICKS, NADINE",HULK/DR. ROBERT BRUC
MAELSTROM/MALCOLM ST,"TALISMAN II/ELIZABET,EON,DR. SPECTRUM/JOSEPH ,CAPTAIN MARVEL II/MO,TIGRA/GREER NELSON,GORGON [INHUMAN],IKARIS/IKE HARRIS [E,RITTER, DEBORAH ,DEATH,ARISHEM [CELESTIAL],MAKKARI/MIKE KHARY/I,GAEA,SERSI/SYLVIA,THING/BENJAMIN J. GR,SHAMAN/MICHAEL TWOYO,SHAPE,BEAUTY,HERCULES [GREEK GOD],KRONOS,QUICKSILVER/PIETRO M,SCARLET WITCH/WANDA ,BETA RAY BILL,GHOST RIDER III/DAN ,THENA,CAPTAIN MARVEL/CAPTA,STARFOX/EROS,INFINITY II,LECLAIRE, PROFESSOR ,TANAKA, KENJIRO,LORD CHAOS,JENNINGS, JOSEPH,KARNAK [INHUMAN],ANT-MAN II/SCOTT HAR,UATU,SPIDER-MAN/PETER PAR,DR. DRUID/ANTHONY LU,BLACK BOLT/BLACKANTO,VISION ,GRONK,INVISIBLE WOMAN/SUE ,PHOBIUS,HYPERION,NOVA II/FRANKIE RAYE,AGINAR,WHIZZER II/STANLEY S,ARCANNA/ARCANNA JONE,WOODGOD,PHASTOS [ETERNAL],STINGRAY/DR. WALTER ,BALLANTINE, KAYLA,HOGUN [ASGARDIAN],CRYSTAL [INHUMAN],KARKAS [DEVIANT],DEATHURGE,FORGOTTEN ONE/GILGAM,ISAAC,ORIGIN/PHYLLIS TWOMB,SERGEI,MOONDRAGON/HEATHER D,BLACK CROW/JESSE BLA,MEPHISTO,RITTER, DONALD,MR. FANTASTIC/REED R,ROMA,ANALYZER,KID REAPER,TRUTH,AREX,GARFIELD, MURRAY,GALACTUS/GALAN,THOR/DR. DONALD BLAK,DR. STRANGE/STEPHEN ,PHOENIX III/RACHEL S,JACK OF HEARTS/JACK ,TRITON,THANOS,CHARM,SPRITE,LADY LARK/LINDA LEWI,RED GUARDIAN III/DR.,CODY, GARY,HAWK,KRO [DEVIANT],HELIO,SHE-HULK/JENNIFER WA,QUASAR III/WENDELL V"
"MAGNUM, MOSES","STORM/ORORO MUNROE S,KNIGHT, MISTY,CAPTAIN AMERICA,OSAMA,FIRESTAR/ANGELICA JO,VISION ,THOR/DR. DONALD BLAK,APOCALYPSE/EN SABAH ,CYCLOPS/SCOTT SUMMER,BANSHEE/SEAN CASSIDY,COLLINS, DEMITRIUS,WOLVERINE/LOGAN ,JARVIS, EDWIN ,SUNFIRE/SHIRO YOSHID,CAGE, LUKE/CARL LUCA,COLOSSUS II/PETER RA,WING, COLLEEN,PUNISHER II/FRANK CA,SILVERCLAW/LA GARRA ,IRON FIST/DANIEL RAN,WONDER MAN/SIMON WIL,TRIATHLON/DELROY GAR,LILANDRA NERAMANI [S,HAWK"
MAGUS,"PROFESSOR X DOPPELGA,BLACK KNIGHT V/DANE ,MAKKARI/MIKE KHARY/I,WOLVERINE/LOGAN ,HAVOK/ALEX SUMMERS ,THING/BENJAMIN J. GR,SHAMAN/MICHAEL TWOYO,BEAST DOPPELGANGER I,MASTER/ESHU,SCARLET WITCH/WANDA ,QUICKSILVER/PIETRO M,PATHWAY/LAURA DEAN,QUICKSILVER DOPPELGA,USAGENT DOPPELGANGER,INFINITY II,LYJA LAZERFIST [SKRU,NORTHSTAR/JEAN-PAUL ,UATU,NOVA DOPPELGANGER II,VINDICATOR II DOPPEL,INVISIBLE WOMAN/SUE ,SASQUATCH DOPPELGANG,THANOS DOPPELGANGER,NOVA II/FRANKIE RAYE,ROGUE /,POLARIS/LORNA DANE,MASTERS, ALICIA REIS,WONDER MAN/SIMON WIL,DR. DOOM/VICTOR VON ,HULK DOPPELGANGER II,VISION DOPPELGANGER,PUCK DOPPELGANGER II,WINDSHEAR/COLIN ASHW,CRYSTAL [INHUMAN],MAD DOG/COLONEL BUZZ,CYCLOPS/SCOTT SUMMER,COOPER, DR. VALERIE,THUNDERSTRIKE/ERIC K,SPEEDBALL DOPPELGANG,WASP/JANET VAN DYNE ,WILD CHILD DOPPELGAN,WOLFSBANE/RAHNE SINC,HERCULES DOPPELGANGE,HUMAN TORCH DOPPELGA,MISS MASS/,CYCLOPS DOPPELGANGER,SPEEDBALL/ROBBIE BAL,STORM/ORORO MUNROE S,GAMBIT/REMY LEBEAU ,STRONG GUY DOPPELGAN,WILD CHILD/KYLE GIBN,MOONDRAGON DOPPELGAN,STORM DOPPELGANGER I,COLOSSUS II DOPPELGA,CAPTAIN AMERICA DOPP,COLOSSUS II/PETER RA,BASILISK III/,ICEMAN DOPPELGANGER,AURORA DOPPELGANGER,BEAST/HENRY &HANK& P,WOLVERINE DOPPELGANG,JUBILEE/JUBILATION L,MARVEL GIRL/JEAN GRE,SHE-HULK/JENNIFER WA,QUASAR III/WENDELL V,PHARAOH RAMA-TUT,TALISMAN II/ELIZABET,FIRESTAR/ANGELICA JO,WOLFSBANE DOPPELGANG,DEVOS THE DEVESTATOR,PAIBOK, CAPT. [SKRUL,NAMORITA/NITA PRENTI,AURORA/JEANNE-MARIE ,LIVING TRIBUNAL,IRON MAN DOPPELGANGE,RICHARDS, FRANKLINK ,VISION DOPPELGANGER ,BILE/,HERCULES [GREEK GOD],THING DOPPELGANGER I,STRONG GUY/GUIDO CAR,HULK DOPPELGANGER,MARVEL GIRL DOPPELGA,STARFOX/EROS,BLACK KNIGHT V DOPPE,DAREDEVIL DOPPELGANG,PIP/PRINCE GOFERN,THUNDERBIRD II/JAMES,SPIDER-MAN/PETER PAR,AGONY/,DR. DRUID/ANTHONY LU,ETERNITY/ADAM QADMON,FIREBUG/,VISION ,ANT-MAN/DR. HENRY J.,SILHOUETTE,NEWMARK, LOTUS,SASQUATCH/WALTER LAN,WITCHFIRE,FORGE,RICHARDS, FRANKLIN B,NAMORITA DOPPELGANGE,ANGEL/WARREN KENNETH,DARKHAWK/CHRIS POWEL,STRONGARM/,MOON KNIGHT/MARC SPE,HARKNESS, AGATHA,HUMAN TORCH/JOHNNY S,BEAST DOPPELGANGER,PUPPET MASTER/PHILLI,QUASAR DOPPELGANGER ,PROFESSOR X/CHARLES ,SILVER SURFER/NORRIN,BLACK WIDOW/NATASHA ,MOON KNIGHT DOPPELGA,NEBULA,USAGENT/CAPTAIN JOHN,GAMORA,NOVA/RICHARD RIDER,GOBLYN,O'NEIL, BRIDGET,MOLE MAN/HARVEY RUPE,PUCK/EUGENE MILTON J,IRON MAN/TONY STARK ,SCARLET WITCH DOPPEL,MOONDRAGON/HEATHER D,ANGEL DOPPELGANGER,MANIKIN/DR. WHITMAN ,HULK/DR. ROBERT BRUC,MR. FANTASTIC/REED R,THOR III DOPPELGANGE,HUDSON, HEATHER,CAPTAIN AMERICA,KARNAK DOPPELGANGER,SILVER SURFER DOPPEL,GALACTUS/GALAN,PERSUASION/KARA KILL,FIRELORD/PYREUS KRIL,ICEMAN/ROBERT BOBBY ,DR. STRANGE/STEPHEN ,POLARIS DOPPELGANGER,MOCKINGBIRD/DR. BARB,PSYLOCKE/ELISABETH B,MR. FANTASTIC DOPPEL,FIRESTAR DOPPELGANGE,LIVING LIGHTNING/MIG,THANOS,DRAX/ARTHUR DOUGLAS,DAREDEVIL/MATT MURDO,DARKHAWK DOPPELGANGE,WARLOCK II/ADAM WARL,MULTIPLE MAN/JAMES A,BRAIN DRAIN/WERNER S,SPIDER-WOMAN II/JULI,MULTIPLE MAN DOPPELG"
MAKKARI/MIKE KHARY/I,"DEATHBIRD [SHI'AR],EON,CAPTAIN MARVEL II/MO,BLOODSTONE/ULYSSES B,ARISHEM [CELESTIAL],ERWIN, MORLEY,CHI DEMON/PROFESSOR ,THING/BENJAMIN J. GR,WOLVERINE/LOGAN ,HARGEN,SHAMAN/MICHAEL TWOYO,DOMO,PSYCHE II/PSYKOS/RON,LIBERTY GIRL/BEV,AJAK/TECUMOTZIN [ETE,SCARLET WITCH/WANDA ,QUICKSILVER/PIETRO M,BLACK RACER/,ZINOVIEV, IVAN,ZARIN,GAMMENON [CELESTIAL],SCYTHE/,THENA,DREAMING CELESTIAL/T,RAGAR,YANKEE CLIPPER/PAT C,INFINITY II,LORD CHAOS,GROTTU,IRON MAN IV/JAMES R.,ATHENA [GREEK GOD],RUNNER,STRANGER,ACBA,UATU,HOLDEN, DR. SAMUEL,GORGILLA,BROTHER TODE,ULTIMUS,APOCALYPSE/EN SABAH ,INVISIBLE WOMAN/SUE ,PHOBIUS,HERMES [GREEK GOD],MR. JUSTICE/TIMOTHY ,HYPERION,SPARX/AURELLE,4-D MAN/MERCURIO,GHAUR [DEVIANT],BALDER [ASGARDIAN],WHIZZER III/JAMES SA,NORRISS, SISTER BARB,NOVA II/FRANKIE RAYE,AGINAR,HERA/AUGUSTINE JONES,NIGHTCRAWLER/KURT WA,ARCANNA/ARCANNA JONE,SUPER SKRULL/KL'RT,AHQLAU,DEATHLOK III/MICHAEL,CHIEF EXAMINER,ROGUE /,WONDER MAN/SIMON WIL,PHASTOS [ETERNAL],RAGE/ELVIN DARYL HAL,CONTEMPLATOR/TATH KI,ARES [GREEK GOD],SIF,WAYOPEX,HOGUN [ASGARDIAN],LOKI [ASGARDIAN],HARVEST/CHI LO,MERCURY,KARKAS [DEVIANT],CYCLOPS/SCOTT SUMMER,THUNDERSTRIKE/ERIC K,DEATHURGE,WASP/JANET VAN DYNE ,MEGGAN,AQUARIAN/WUNDARR,FORGOTTEN ONE/GILGAM,ZEUS,DRAGONFLY/VERONICA D,CAPTAIN HIP/FRED MAC,NEZARR,KINGO SUNEN [ETERNAL,CAPTAIN BRITAIN/BRIA,FATH,MEPHISTO,ROCKET RACCOON,STORM/ORORO MUNROE S,BLACK FOX/ROBERT W. ,DAMIAN, DR. DANIEL,THOR/DR. DONALD BLAK,GENII/JASON KIMBALL,EGO-PRIME,COLOSSUS II/PETER RA,VOLSTAGG,SPRITE,TUTINAX,BALLANTINE, DEVON,OBLIVION,SUPER SABRE/MARTIN F,MARVEL GIRL/JEAN GRE,FANDRAL [ASGARDIAN],SHE-HULK/JENNIFER WA,QUASAR III/WENDELL V,SLEEPWALKER,DR. SPECTRUM/JOSEPH ,BLACKJACK/,TIGRA/GREER NELSON,BALLANTINE, MRS.,IKARIS/IKE HARRIS [E,DEATH,GAEA,SERSI/SYLVIA,TRANTRA,JARVIS, EDWIN ,SHAPE,CHATTERTON, DAVE,BEAUTY,HERCULES [GREEK GOD],VALKIN,KRONOS,MARVEL BOY VI,KHORYPHOS [ETERNAL],YRDISIS,REE,O'BRIEN, MICHAEL,EFFIGY/LT. VELMAX/JA,DESTROYER III,STARFOX/EROS,TANAKA, KENJIRO,CAREGIVER/RUBANNA LA,SIGMAR,BALLANTINE, MR.,THUNDERBIRD II/JAMES,SUMMERS, NATHAN CHRI,DR. DRUID/ANTHONY LU,ETERNITY/ADAM QADMON,SARDAN,VISION ,ANT-MAN/DR. HENRY J.,MAELSTROM/MALCOLM ST,KARYGMAX,ANGLER,ANGEL/WARREN KENNETH,BROOP,VAUGHAN, MRS.,LOCKE, DR. ALEXANDER,DARKHAWK/CHRIS POWEL,DEVEREAUX, IRIS,MOON KNIGHT/MARC SPE,WHIZZER II/STANLEY S,SUNSHINE/AUTUMN MACR,HUMAN TORCH/JOHNNY S,WOODGOD,ZIRAN,PROFESSOR X/CHARLES ,JINKU,BI-BEAST II,SILVER SURFER/NORRIN,EPOCH,BALLANTINE, KAYLA,TOMORROW HAWK/CEYOTE,POWER PRINCESS/ZARDA,ERISHKIGEL II/HOLLY ,TEFRAL,REJECT/RAN-SAK [DEVI,USAGENT/CAPTAIN JOHN,RUMOR/,GAMORA,NIGHTINGALE/,BATTLESTAR/LEMAR HOS,RADIOACTIVE MAN/DR. ,KISMET/J'RIDIA STARD,NOVA/RICHARD RIDER,ZURAS,ODIN [ASGARDIAN],CATAPHRAX,MOLE MAN/HARVEY RUPE,FRIGGA,IRON MAN/TONY STARK ,KRUGGAR,IN-BETWEENER,MOONDRAGON/HEATHER D,CYBELE [ETERNAL],HULK/DR. ROBERT BRUC,MR. FANTASTIC/REED R,ONE ABOVE ALL [CELES,ANALYZER,KID REAPER,TRUTH,CAPTAIN AMERICA,HUDSON, HEATHER,BLACK PANTHER/T'CHAL,DROMEDAN,MASTER ELO,ONEG,STARDUST/T'URIN G'AR,SUB-MARINER/NAMOR MA,DR. STRANGE/STEPHEN ,STYGIAN STARBENDER,JACK OF HEARTS/JACK ,KORATH THE PURSUER,DAMIAN, MARGO,MOCKINGBIRD/DR. BARB,DIAMONDHEAD/DYKER,PSYLOCKE/ELISABETH B,HIGH EVOLUTIONARY/HE,THANOS,DRAX/ARTHUR DOUGLAS,CHARM,WARLOCK II/ADAM WARL,DRUIG,LADY LARK/LINDA LEWI,VIRA,FLASH/BARRY ALLEN/BU,RED GUARDIAN III/DR.,KRO [DEVIANT],OVERMIND/GROM,HELIO"
"MALUS, DR. KARL","TATTERDEMALION/,CAPTAIN MARVEL II/MO,ARMADILLO/ANTONIO RO,USAGENT/CAPTAIN JOHN,JACKSON, CURTISS,DEMOLITION MAN/DENNI,CHARCOAL/CHARLIE BUR,ERWIN, MORLEY,BATTLESTAR/LEMAR HOS,THING/BENJAMIN J. GR,WASP/JANET VAN DYNE ,VAGABOND/PRISCILLA L,IRON MAN/TONY STARK ,STERMAN, ANDREA ANDI,MADAME MASQUE/GIULIE,DIGGER,MCDOWELL, SCOTTY,THURM, ETHAN,MR. FANTASTIC/REED R,WEREWOLF BY NIGHT/JA,BROTHERS GRIMM II/BA,CAPTAIN AMERICA,BLACK MAMBA/TANYA SE,DANSEN MACABRE,NEEDLE,VISION ,ANT-MAN/DR. HENRY J.,DOLLAR BILL,ROSENTHAL, BERNIE,ANACONDA/BLANCHE SIT,MOCKINGBIRD/DR. BARB,SCREAMING MIMI/MELIS,SIDEWINDER/SETH VOEL,FIXER II/PAUL NORBER,HAWK,COUNT NEFARIA, LUCHI,MADCAP,SHE-HULK/JENNIFER WA"
MAN-OF-WAR,"LLYRON,VASHTI,SILVER SABLE,SUB-MARINER/NAMOR MA,NEWELL, DIANE ARLISS"
MANDARIN,"CAPTAIN MARVEL II/MO,ARBOGAST, BAMBI,ERWIN, MORLEY,MAKKARI/MIKE KHARY/I,BERKELEY, TRAVIS,THING/BENJAMIN J. GR,WARFIST,Q'WAKE/QUAKE,STARK, MORGAN,ALVAREZ, FELIX,PONG, WU,SCARLET WITCH/WANDA ,QUICKSILVER/PIETRO M,HOGAN, VIRGINIA PEPP,WIZARD/BENTLEY WITTM,THENA,CENTURY,PEARSON, MARCY,BOOBYTRAP/,MISTER HYDE/CALVIN Z,IRON MAN IV/JAMES R.,SWORDSMAN/JACQUES DU,WANG, LI,HANRAHAN, GORDON,BLACK BOLT/BLACKANTO,BUTTERFLY,TSURAYABA, MATSUO,SILVANI, VITTORIO,CROSSBONES/BROCK BIN,DELUGE II,SUPER SKRULL/KL'RT,LIVING LASER/ARTHUR ,GREEN GOBLIN/NORMAN ,DR. DOOM/VICTOR VON ,WONDER MAN/SIMON WIL,ROBERTS, CHESS,FRIEDLANDER, SHARON,MADAME SLAY,MOJO,MAGNETO/MAGNUS/ERIC ,FANTASMA,DUGAN, TIMOTHY ALOYI,LOKI [ASGARDIAN],ULTIMO,SANDMAN/WILLIAM BAKE,PYRO/ALLERDYCE JOHNN,IRON MAN III/EDDIE M,THUNDERSTRIKE/ERIC K,WASP/JANET VAN DYNE ,HOGAN, HAROLD J. HAP,BYRD, SEN. HARRINGTO,POWER MAN/ERIK JOSTE,MADAME MASQUE/GIULIE,SMOKESCREEN/,MADAME MASQUE IV,CABE, BETHANY,JAMESON, J. JONAH,THOR/DR. DONALD BLAK,KLAW/ULYSSES KLAW,WATSON-PARKER, MARY ,HELLCAT/PATSY WALKER,FIN FANG FOOM/MIDGAR,KWANNON,DIAMONDBACK II/RACHE,OLD WOMAN,HAWK,FIREBIRD/BONITA JUAR,KINGPIN/WILSON FISK,SHE-HULK/JENNIFER WA,JUSTICE II/VANCE AST,GORGON [INHUMAN],DE LA SPIROSA, COUNT,TALBOT, GLENN,IKARIS/IKE HARRIS [E,SITWELL, JASPER,SERSI/SYLVIA,YELLOW CLAW/TZING JA,EXECUTIONER II/SKURG,HERCULES [GREEK GOD],SHEFFIELD, LEAH,ROCKETLAUNCHER/,O'BRIEN, MICHAEL,FONG, LI,VOSTOK,STARFOX/EROS,ARMS MERCHANT/ANDREA,KARNAK [INHUMAN],FURY, COL. NICHOLAS ,SPIDER-MAN/PETER PAR,FOUNDRY,SANDHURST, VINCENT,CONTROLLER/BASIL SAN,VISION ,AVALANCHE/DOMINIC PE,ANT-MAN/DR. HENRY J.,MAN-THING/THEODORE T,DEWITT, KEARSON,VOR/TEX,ANGEL/WARREN KENNETH,CORD, JANICE,HSU, CHEN,FIREFIGHT/,ANCESTOR/,HUMAN TORCH/JOHNNY S,RECORDER II,BLACK WIDOW/NATASHA ,M'DAKA,BENNING, VERONICA,TURMOIL,USAGENT/CAPTAIN JOHN,WONG CHU,SIBERCAT/,BLOB/FRED J. DUKES,RADIOACTIVE MAN/DR. ,YIN, DR. SU,MIDAS,IRON MAN/TONY STARK ,MOONDRAGON/HEATHER D,STANKOWICZ, FABIAN,CARTER, PEGGY,MR. FANTASTIC/REED R,UNICORN/MYLOS MASARY,CAPTAIN AMERICA,JEFFRIES, DR.,BERGIER, REBECCA,AIRBORNE/,ICEMAN/ROBERT BOBBY ,JONES, GABE,SCARECROW/EBENEZER L,TRITON,FALCON/SAM WILSON,MADAME MENACE/SUNSET,PSYLOCKE/ELISABETH B,NELSON, FRANKLIN FOG,PORCUPINE/ALEX GENTR,GRANT, PHILLIP,RED SKULL/JOHANN SCH,ZIMMER, ABE,SPIDER-WOMAN II/JULI,ERWIN, CLYTEMNESTRA"
