hero,connection
LORD YARU,X-MAN/NATHAN GREY
LORELEI,"KA-ZAR/KEVIN PLUNDER,SIF,BLACK WIDOW/NATASHA ,MAGNETO/MAGNUS/ERIC ,HOGUN [ASGARDIAN],SHADOWCAT/KATHERINE ,CYCLOPS/SCOTT SUMMER,BLOB/FRED J. DUKES,HILDEGARDE [ASGARDIA,SCARLET WITCH/WANDA ,PENNYWORTH, J.C.,UNUS THE UNTOUCHABLE,HULK/DR. ROBERT BRUC,AMPHIBIUS,CAPTAIN AMERICA,GAZA,BLACK PANTHER/T'CHAL,TIMBERIUS II,MASTERMIND/JASON WYN,VISION ,GRANT, SILAS,THOR/DR. DONALD BLAK,ICEMAN/ROBERT BOBBY ,DR. STRANGE/STEPHEN ,BARBARUS,ANGEL/WARREN KENNETH,BALDER [ASGARDIAN],NORRISS, SISTER BARB,COLOSSUS II/PETER RA,LUPO,BRAINCHILD,ZABU,BEAST/HENRY &HANK& P,PROFESSOR X/CHARLES ,MARVEL GIRL/JEAN GRE,HAWK,FANDRAL [ASGARDIAN]"
LORVEX,"VASHTI,THOR/DR. DONALD BLAK,SUB-MARINER/NAMOR MA,NAMORITA/NITA PRENTI,RAHN, TAMARA"
LOVE,"BLACK WIDOW/NATASHA ,SHE-HULK/JENNIFER WA,NEBULA,CLOAK/TYRONE JOHNSON,DEATH,LIVING TRIBUNAL,SERSI/SYLVIA,THUNDERSTRIKE/ERIC K,NOVA/RICHARD RIDER,IRON MAN/TONY STARK ,KRONOS,AVATAR II/PRINCESS A,DE LA FONTAINE, CONT,MEPHISTO,STARFOX/EROS,HULK/DR. ROBERT BRUC,LORD CHAOS,ONE ABOVE ALL [CELES,TERRAXIA,UATU,ETERNITY/ADAM QADMON,FIRELORD/PYREUS KRIL,VISION ,SUB-MARINER/NAMOR MA,DR. STRANGE/STEPHEN ,MASTER ORDER,MOON KNIGHT/MARC SPE,THANOS,DRAX/ARTHUR DOUGLAS,WARLOCK II/ADAM WARL,DR. DOOM/VICTOR VON ,ZIRAN,MENTOR/ALARS [ETERNA,ANNIHILUS,SILVER SURFER/NORRIN,EPOCH,QUASAR III/WENDELL V"
"LU, MR.","BLACK WIDOW/NATASHA ,DAGGER/TANDY BOWEN,CLOAK/TYRONE JOHNSON,TOMBSTONE/LONNIE THO,SMERDILOVISC, VICTOR,SHANG-CHI,BENGAL/,BULLET,CAGE, LUKE/CARL LUCA,DAREDEVIL/MATT MURDO,ZINGH,ZARAN II,FU MANCHU,BIG BEN/"
"LUCIFER, REV.","MICROCHIP/LINUS LIEB,PUNISHER II/FRANK CA,JIGSAW,LUCIFER II"
"LUDLUM, ROSS","OSWALD,ORWELL,HOFFMAN,ASHER, CARL,NILES, SEN. CATHERIN,FAGIN,ASHER, MICHAEL,ASHER, DONNA"
LULLABY/FELICITY HOP,"SLEEPWALKER,RAMBO"
LYLLA,"UNCLE PYKO,KILLER CLOWN,WALRUSS,JAKES, JUDSON,ROCKET RACCOON"
M'KUMBA,"STORM/ORORO MUNROE S,KA-ZAR/KEVIN PLUNDER,ICEMAN/ROBERT BOBBY ,CYCLOPS/SCOTT SUMMER,SOUTHERN, CANDY,HAVOK/ALEX SUMMERS ,ANGEL/WARREN KENNETH,AVIA,DELUGE,POLARIS/LORNA DANE,BEAST/HENRY &HANK& P,PROFESSOR X/CHARLES ,MARVEL GIRL/JEAN GRE,SAURON/DR. KARL LYKO"
MACHETE/FERDINAND LO,"ALBINO/DR. AUGUSTA S,CAPTAIN AMERICA,JUSTICE II/VANCE AST,DUGAN, TIMOTHY ALOYI,BATROC/GEORGES BATRO,FIRESTAR/ANGELICA JO,MAGRUDER, ALLIE,BLOODSTONE/ULYSSES B,SILVER SABLE,ZARAN/MAXIMILLIAN ZA,PIKE, FRISCO,JAMESON, COL. JOHN ,COOPER, DR. VALERIE,NOVA/RICHARD RIDER,MOCKINGBIRD/DR. BARB,CROSSBONES/BROCK BIN,LIVING MUMMY,MOWAT, FARLEY,DIAMONDBACK II/RACHE,VRIES, KALI,CITIZEN V II/HELMUT ,WARKOVSKY, SEN.,HAWK,SPEEDBALL/ROBBIE BAL"
MACHINE MAN/X-51,"KA-ZAR/KEVIN PLUNDER,AMERICAN EAGLE III/J,RUBY,SPIDER-WOMAN/JESSICA,CAPTAIN MARVEL II/MO,BLACK KNIGHT V/DANE ,WOLVERINE/LOGAN ,MASTER MOLD II,THING/BENJAMIN J. GR,HAVOK/ALEX SUMMERS ,SHAMAN/MICHAEL TWOYO,JONES, RICHARD MILHO,SCARLET WITCH/WANDA ,QUICKSILVER/PIETRO M,MARROW/SARAH ,ULTRON,TORPEDO III/BROCK JO,VAPOR,DEVIL-SLAYER/ERIC SI,VECTOR,TOAD/MORTIMER TOYNBE,TEN FOR,BARON BRIMSTONE/,GRAVITON/FRANK HALL,WEREWOLF BY NIGHT/JA,JORRO,IRONCLAD,URSA MAJOR/MIKHAIL U,ANT-MAN II/SCOTT HAR,NORTHSTAR/JEAN-PAUL ,UATU,BLACK BOLT/BLACKANTO,MEDUSA/MEDUSALITH AM,INVISIBLE WOMAN/SUE ,BALDER [ASGARDIAN],NORRISS, SISTER BARB,HUMAN TORCH ANDROID/,NIGHTCRAWLER/KURT WA,PURPLE MAN/ZEBEDIAH ,DEATHLOK III/MICHAEL,3-D MAN/CHARLES CHAN,ROGUE /,MASTERS, ALICIA REIS,WONDER MAN/SIMON WIL,LOBO,SHANNA/SHANNA O'HARA,RAGE/ELVIN DARYL HAL,MECHADOOM,KNIGHT, MISTY,DRUMM, JERICHO,HELLSTORM/DAIMON HEL,COLDBLOOD/,SANDMAN/WILLIAM BAKE,CRYSTAL [INHUMAN],DEMOLITION MAN/DENNI,CYCLOPS/SCOTT SUMMER,COOPER, DR. VALERIE,WASP/JANET VAN DYNE ,LEADER/SAM STERNS,BLACK KING/SEBASTIAN,BRICKMAN, SEN. MILES,REDWING,POWER MAN/ERIK JOSTE,BENJAMIN, BYRON,MASTER MOLD III,CAPTAIN BRITAIN/BRIA,MAGDALENE/MARISSA DA,STORM/ORORO MUNROE S,DEFENSOR,GAMBIT/REMY LEBEAU ,BUSHWACKER/CARL,DARKSTAR/LAYNIA SERG,SLOAN, FRED,THOR/DR. DONALD BLAK,JAMESON, J. JONAH,CYPHER/DOUG RAMSEY,GARVIN, GEARS,BROTHER VOODOO/DANIE,CAGE, LUKE/CARL LUCA,COLOSSUS II/PETER RA,HELLCAT/PATSY WALKER,LE FEY, MORGAN,MARX, DR.,BRIDGE, GEORGE WASHI,VALINOR,GRANDMASTER/EN DWI G,BEAST/HENRY &HANK& P,JUBILEE/JUBILATION L,MARRINA/MARRINA SMAL,SPAULDING, PETER,MARVEL GIRL/JEAN GRE,HAWK,MARTINELLI, VINCENT ,BINARY/CAROL DANVERS,PEREGRINE, LE/FRANCK,FIREBIRD/BONITA JUAR,SHE-HULK/JENNIFER WA,QUASAR III/WENDELL V,LUMPKIN, WILLIAM WIL,IGOR,JUSTICE II/VANCE AST,TIGRA/GREER NELSON,GORGON [INHUMAN],TERMINUS,FIRESTAR/ANGELICA JO,SHADOWCAT/KATHERINE ,WHIZZER/ROBERT L. FR,IKARIS/IKE HARRIS [E,QUINN, PAMELA,GILBERTI, ROSE,CHARCOAL/CHARLIE BUR,WHIRLWIND/DAVID CANN,ARABIAN KNIGHT/ABDUL,AURORA/JEANNE-MARIE ,BADALAMENTE, JESUS,SERSI/SYLVIA,REAGAN, RONALD,JARVIS, EDWIN ,RED GHOST/IVAN KRAGO,OTOMO,SUNFIRE/SHIRO YOSHID,HERCULES [GREEK GOD],JOLT/HALLIE TAKAHAMA,MIMIC/CALVIN RANKIN,IRON FIST/DANIEL RAN,SWORDSMAN III/PHILIP,STARFOX/EROS,SMALLWOOD, DAN,KARNAK [INHUMAN],SUMMERS, NATHAN CHRI,SPIDER-MAN/PETER PAR,GYRICH, HENRY PETER,JONES, MAGGIE,DR. DRUID/ANTHONY LU,VISION ,ANT-MAN/DR. HENRY J.,COLLECTIVE MAN,SASQUATCH/WALTER LAN,MOONSTONE II/KARLA S,FORGE,ROSS, GEN. THADDEUS ,RICHARDS, FRANKLIN B,ANGEL/WARREN KENNETH,DARKHAWK/CHRIS POWEL,PEATOR,MOON KNIGHT/MARC SPE,ROM, SPACEKNIGHT,ABOMINATION/EMIL BLO,BLITZKRIEG/,SNOWBIRD/NARYA/ANNE ,HUMAN TORCH/JOHNNY S,PROFESSOR X/CHARLES ,STINGRAY/DR. WALTER ,LUNA/LUNA MAXIMOFF [,QUARTERMAIN, CLAY,BLACK WIDOW/NATASHA ,JOCASTA,USAGENT/CAPTAIN JOHN,BEETLE/ABNER RONALD ,JACKSON, CURTISS,MORDRED THE EVIL,KRAGG,BEREET,NIGHTHAWK/KYLE RICHM,IRON MAN/TONY STARK ,RED WOLF III/WILL TA,MOONDRAGON/HEATHER D,MENTALLO,SHROUD/MAXIMILLIAN Q,GYPSY MOTH,HULK/DR. ROBERT BRUC,MR. FANTASTIC/REED R,GUARDIAN/JAMES MACDO,SUPER-ADAPTOID/ALESS,FREEMAN, DUANE JEROM,CAPTAIN AMERICA,BLACK PANTHER/T'CHAL,MIKHLO,DOOMSDAY MAN II,HARRIS, EDDIE,MYSTIQUE/RAVEN DARKH,SUB-MARINER/NAMOR MA,ICEMAN/ROBERT BOBBY ,DR. STRANGE/STEPHEN ,HOBGOBLIN V/JASON PH,JACK OF HEARTS/JACK ,TESS-ONE,FALCON/SAM WILSON,SENTRY 459,MOCKINGBIRD/DR. BARB,KRISTOFF/KRISTOFF VE,MADAME MENACE/SUNSET,SCREAMING MIMI/MELIS,TEXAS TWISTER/DREW D,MR. IMMORTAL,FLATMAN,SABRA/RUTH BAT-SERAP,SOLE, MAJOR REMINGTO,CRIMSON DYNAMO V/DIM,DAREDEVIL/MATT MURDO,POSITRON/RONNIE,MCLAREN, MEGAN,RED SKULL/JOHANN SCH,DEATHLOK IV,HELA [ASGARDIAN],GARGOYLE II/ISAAC CH,SPIDER-WOMAN II/JULI,LOCKJAW [INHUMAN],STARR, TRIXIE TRISH,BANNER, BETTY ROSS T"
"MACINTOSH, ANN","ANDROS,GAUNT/MENDEL STROMM,PARKER, MAY,GRANT, GLORIA GLORY,PUNISHER II/FRANK CA,MERCADO, JOY,SPIDER-MAN/PETER PAR,HOBGOBLIN II/RODERIC,JAMESON, J. JONAH,ROBERTSON, JOE,INVISIBLE WOMAN/SUE ,FISK, VANESSA,DR. STRANGE/STEPHEN ,RICHARDS, FRANKLIN B,JAMESON, COL. JOHN ,HOBGOBLIN V/JASON PH,WATSON-PARKER, MARY ,HALL, MORGAN,ELLIS, KEN,OSBORN, LIZ ALLAN,LASHER/,CHEKOV, ARTHUR ANTON,SCORPION/MACDONALD G,VENOM/EDDIE BROCK,ARRANGER/,URICH, BEN,LEEDS, BETTY BRANT,DEWOLFF, JEAN,OSBORN, HARRY"
"MACTAGGERT, MOIRA KI","KA-ZAR/KEVIN PLUNDER,DEATHBIRD [SHI'AR],SABRETOOTH/VICTOR CR,CHORD, ANDREW,MENGOCHAUZERAUS, STA,CORTEZ, FABIAN,SCRIBE,RED GUARDIAN V,WOLVERINE/LOGAN ,CAPTAIN U.K./LINDA M,BLACK TOM CASSIDY,SOUTHERN, CANDY,SHAMAN/MICHAEL TWOYO,WOLVERINE SKRULL,ORACLE/LADY SIBYL,MARIONETTE/MARI,GREY, ELAINE,TOAD/MORTIMER TOYNBE,CORSI, TOM,EDGERTON, GAYLE,AMPHIBIUS,STUART, DR. ALISTAIR,IRON MAN IV/JAMES R.,CAMPBELL, DR. RORY,CALLISTO,APOCALYPSE/EN SABAH ,INVISIBLE WOMAN/SUE ,GLADIATOR II,LONGSHOT,LEGION II/DAVID HALL,POLARIS/LORNA DANE,DAYTRIPPER/AMANDA SE,ELLENTHORPE, MARIAH,KNIGHT, MISTY,OMEGA RED/ARKADY ROS,WINDSHEAR/COLIN ASHW,CRAIG, REV.,REBO,PYRO/ALLERDYCE JOHNN,SHINAR,WILDSIDE,GRAVEMOSS,GATECRASHER,MEGGAN,SCRAMBLER,CORSAIR,COLOSSUS 2013,DELGADO,SCICLUNA, MICHELE,STORM/ORORO MUNROE S,GAMBONNO, ERNESTO,SHADOWCAT 2013,MASTERMIND/JASON WYN,SYNCH/EVERETT THOMAS,GAMBIT/REMY LEBEAU ,AMIKO,DOMINO III/BEATRICE/,MISS LOCKE,THOR/DR. DONALD BLAK,SIRYN/THERESA ROURKE,KYLUN/COLIN MCKAY,PRETTY BOY,TAL, GENERAL,SANDOVAL, JULIANA,ALBERT,BOOMER/TABITHA SMITH,MOREAU, PHILLIP,LOCKHEED,BRADDOCK, JAMES JR. ,JUBILEE/JUBILATION L,SUPER SABRE/MARTIN F,MARVEL GIRL/JEAN GRE,STRYFE,TILBY, TRISH/PATRICI,SHANE, BRIDGIT,SKIN/ANGELO ESPINOSA,FIRESTAR/ANGELICA JO,SHADOWCAT/KATHERINE ,COPYCAT/VANESSA,BISHOP /,YASHIDA, MARIKO,SHADOW KING/AMAHL FA,ETZION, GENERAL,MIRAGE II/DANIELLE M,ENTITY,LADY DEATHSTRIKE/YUR,MARTIN, ASHLEY,MAGMA/AMARA AQUILLA/,PRYDE, CARMEN,RICHARDS, FRANKLIN 2,MAHONEY, GINNY,STRONG GUY/GUIDO CAR,GREY, DR. JOHN,CORBEAU, DR. PETER,SILVER SAMURAI/KENYU,FONG, LI,VOLCANA/MARSHA ROSEN,STRUCKER, ANDREAS,LELAND, HARRY,HUNTER, STEVIE,ARCADE/,CRIMSON COMMANDO/FRA,SHATTERSTAR II/GAVEE,PENANCE/MONET ST. CR,SPIDER-MAN/PETER PAR,EDGERTON, MR.,FURY, COL. NICHOLAS ,KIRBY, JACK,HAUPTMANN ENGLAND,GYRICH, HENRY PETER,MOLECULE MAN/OWEN RE,AVALANCHE/DOMINIC PE,SKIDS/SALLY BLEVINS,SASQUATCH/WALTER LAN,FORGE,RINGTOSS,AVIA,SENTINELS,JUGGERNAUT/CAIN MARK,X-CUTIONER/CARL DENT,HUXLEY, DR. ALDA,TUSK,PROFESSOR X/CHARLES ,STEPHANAPOULUS, COSM,LANE, LOIS,HEALER,SCARFE, RAFAEL,ERIC THE RED [SHI'AR,NUMBERS,ARKON,BOX IV/MADISON JEFFR,BLOB/FRED J. DUKES,MOREAU, DAVID,FERAL/MARIA CALLASAN,NOVA/RICHARD RIDER,CHEEVER, JOHN,PUCK/EUGENE MILTON J,IRON MAN/TONY STARK ,FORRESTER, CAPT. ALE,GROVEL,NANNY,RICTOR/JULIO ESTEBAN,JARDINE,MR. SINISTER/NATHAN ,DE LA FONTAINE, CONT,WARLOCK III,PHOENIX II,DAGGER/TANDY BOWEN,BRUTO THE STRONGMAN/,BLACK PANTHER/T'CHAL,SMITH, HELEN BACK,SHIP,FIRELORD/PYREUS KRIL,UNUSCIONE,HARPOON,ICEMAN/ROBERT BOBBY ,BANSHEE/SEAN CASSIDY,SPOOR/ANDREW HAMISH ,WISDOM, PETER,PSYLOCKE/ELISABETH B,SABRA/RUTH BAT-SERAP,DAREDEVIL/MATT MURDO,MANDARIN,MULTIPLE MAN/JAMES A,KENT, CLARK,CHINA DOLL,SUMMERS, MADELYNE MA,LANG, DR. STEVEN,BRIGHTWIND,SPIDER-WOMAN/JESSICA,BARAK,MANH, COY NGA,SIKORSKY,THING/BENJAMIN J. GR,HAVOK/ALEX SUMMERS ,RAZA LONGKNIFE,EMPATH/MANUEL ALFONS,MASTER MOLD II,LEE, STAN,MCCOY, EDNA ANDREWS,SCARLET WITCH/WANDA ,QUICKSILVER/PIETRO M,MARROW/SARAH ,ZEALOT/MOREAU,BLAQUESMITH,X-MAN/NATHAN GREY ,ROSS, COURTNEY,THOMAS, COMMANDER DA,LILANDRA NERAMANI [S,GIDEON,CH'OD,CONAN, NEAL,CLAREMONT, CHRIS,SAURON/DR. KARL LYKO,NIGHTMARE/EDVARD HAB,MAGNUM, MOSES,HALLER, GABRIELLE,WHITE QUEEN/EMMA FRO,UATU,DAZZLER II/ALLISON B,NIGHT THRASHER/DUANE,WEALS, MELVIN J.,WIDGET,NIGHTCRAWLER/KURT WA,COCKRUM, DAVE,ROGUE /,HUSK/PAIGE GUTHRIE,LEECH,HARDRIVE,DR. DOOM/VICTOR VON ,SCANNER II,FRIEDLANDER, SHARON,MOJO,RASPUTIN, MIKHAIL,WHITE KING,COLE, WADE,MAGNETO/MAGNUS/ERIC ,BOWEN, FATHER MICHAE,CYCLOPS/SCOTT SUMMER,COOPER, DR. VALERIE,FALLON, RIGBY,O'DONNELL, EAMON,BLACK KING/SEBASTIAN,A'YIN,WOLFSBANE/RAHNE SINC,STONEWALL/LOUIS HAMI,VAZHIN, ALEXEI MIKHA,CHENEY, LILA,JOYBOY,CANNONBALL II/SAM GU,CAPTAIN BRITAIN/BRIA,ARCLIGHT/PHILLIPA SO,SUNSPOT/ROBERTO DACO,RASPUTIN, NIKOLAI,DRACULA/VLAD TEPES,ANDERSON, CHIEF MAGI,ROMA,SPEEDBALL/ROBBIE BAL,MANH, COY LEONG XUI,SMITH, ANDY,MAM'SELLE HEPZIBAH,PIPELINE/CORMICK GRI,CYPHER/DOUG RAMSEY,MAGIK/ILLYANA RASPUT,THUNDERBIRD III/NEAL,DARK BEAST/HENRY MCC,SKULLBUSTER,OZYMANDIAS,BERMAN, ADAM,STANACHEK, FREDDIE,COLOSSUS II/PETER RA,KELLY, SEN. ROBERT E,CALIBAN/,REAPER II,BEAST/HENRY &HANK& P,STUART, BRIG. ALYSAN,BINARY/CAROL DANVERS,STRUCKER, ANDREA,JUSTICE II/VANCE AST,D'KEN [SHI'AR],REESE, MURRAY,MAELEN,CLOAK/TYRONE JOHNSON,NAMORITA/NITA PRENTI,SUNFIRE/SHIRO YOSHID,MIMIC/CALVIN RANKIN,LIVING MONOLITH/AHME,BROTHER ROYAL,FIREBALLS/JACK FARLE,CHROME/,MENGOCHAUZERAUS, GRI,RAM, SIR,THUNDERBIRD II/JAMES,SUMMERS, NATHAN CHRI,SZARDOS, MARGALI,VISION ,SILVER,YUKIO,SILHOUETTE,VERTIGO II,WILFORD, BONNIE,RICHARDS, FRANKLIN B,DESTINY II/IRENE ADL,ANGEL/WARREN KENNETH,CHAMBER/JONOTHON STA,HUMAN TORCH/JOHNNY S,CROSSAN, ANNIE,TANTE MATTIE,SILVER SURFER/NORRIN,KARMA/XI'AN COY MANH,WEAPON X II/GARRISON,ELSIE DEE,AUTHIER, TRACY TRACE,ZERO,CARGIL/JOANNA CARGIL,YAP,STEEL SERPENT,DIAMOND LIL/LILLIAN ,MERLYN,PRYDE, TERRI,PROTEUS II,BYRNE, JOHN,ST. HUBBINS, SARI,ARAKI [SHI'AR],WARHAWK II,GAUNTLET,RANSOME, JENNIFER AM,BARON STRUCKER/WOLFG,MR. FANTASTIC/REED R,BEYONDER,GUARDIAN/JAMES MACDO,SCALPHUNTER,CAPTAIN AMERICA,THUNDERSWORD,HUDSON, HEATHER,PERSUASION/KARA KILL,MYSTIQUE/RAVEN DARKH,PHOENIX III/RACHEL S,DR. STRANGE/STEPHEN ,REYES, DR. CECELIA,WETHERELL, MANOLI,MARTIN, TERI,PIERCE, DONALD,FIZ [SKRULL],EMPLATE/MARIUS ST. C,PSYNAPSE,SELENE,AHAB/RORY CAMPBELL,SHAARA, MR.,FIREFIST/RUSTY COLLI"
MAD DOG/COLONEL BUZZ,"THING/BENJAMIN J. GR,SOUTHERN, CANDY,WOLVERINE/LOGAN ,MASTER/ESHU,SCARLET WITCH/WANDA ,PATHWAY/LAURA DEAN,OVERRIDER/,CRUCIBLE/BYRON CALLE,BARON BRIMSTONE/,KNOCKABOUT/,NEVILLE, KATE,NORTHSTAR/JEAN-PAUL ,U-MAN/MERRANO,APOCALYPSE/EN SABAH ,RAMROD II,PSI-BORG/,HYPERION,CLOUD,VIOLENCE/,GHAUR [DEVIANT],NORRISS, SISTER BARB,DONALDSON, LINDA,PROFESSOR POWER/ANTH,PUCK DOPPELGANGER II,SMOKESCREAM/,DUGAN, TIMOTHY ALOYI,BOMBSHELL/,HELLSTORM/DAIMON HEL,WINDSHEAR/COLIN ASHW,GAFF/SIDNEY E. LEVIN,ARAGORN,CYCLOPS/SCOTT SUMMER,WILD CHILD DOPPELGAN,WASP/JANET VAN DYNE ,CUSHING, KATE,TWO-GUN KID,RUNCITER, GAIL,MISS MASS/,PARALYZER,SLITHER,ASSAULT/,RAWHIDE KID,GOLDEN ARCHER II/WYA,ORKA,JAMESON, J. JONAH,WILD CHILD/KYLE GIBN,THOR/DR. DONALD BLAK,MANDRILL/HENSLEY FAR,WATSON-PARKER, MARY ,BROWN, LAURA,HELLCAT/PATSY WALKER,ATTUMA,BRIDGE, GEORGE WASHI,AURORA DOPPELGANGER,BEAST/HENRY &HANK& P,AMPHIBIAN/KINGLEY RI,HAWK,TYRAK,SHE-HULK/JENNIFER WA,KINGPIN/WILSON FISK,PHARAOH RAMA-TUT,DR. SPECTRUM/JOSEPH ,TIGRA/GREER NELSON,TALISMAN II/ELIZABET,MADAME HYDRA VI,LUMP,SITWELL, JASPER,AURORA/JEANNE-MARIE ,JARVIS, EDWIN ,SET,YELLOW CLAW/TZING JA,BILE/,KRANG [ATLANTEAN],THING DOPPELGANGER I,PUNISHER II/FRANK CA,FLYING TIGER,DAREDEVIL DOPPELGANG,FURY, COL. NICHOLAS ,SPIDER-MAN/PETER PAR,GYRICH, HENRY PETER,ANGAR THE SCREAMER/D,DR. DRUID/ANTHONY LU,FIREBUG/,VISION ,ANT-MAN/DR. HENRY J.,WITCHFIRE,NETWORK NINA,SASQUATCH/WALTER LAN,ANGEL/WARREN KENNETH,BATTERY/,STRONGARM/,ABOMINATION/EMIL BLO,WHIZZER II/STANLEY S,METEORITE,HARKNESS, AGATHA,CROSSFIRE,HUMAN TORCH/JOHNNY S,PROFESSOR X/CHARLES ,QUARTERMAIN, CLAY,LLYRA/LLYRA MORRIS,BLACK WIDOW/NATASHA ,GAMORA,JONES, HUGH,PARKER, MAY,GOBLYN,LEVIATHAN II/EDWARD ,BULLET BIKER,PUCK/EUGENE MILTON J,IRON MAN/TONY STARK ,RINGLEADER,MERCADO, JOY,THUNDERBALL/DR. ELIO,MOONDRAGON/HEATHER D,MACKENZIE, AL,DE LA FONTAINE, CONT,RINGO KID,MANIKIN/DR. WHITMAN ,HULK/DR. ROBERT BRUC,MR. FANTASTIC/REED R,TYRANNUS,BROTHERS GRIMM II/BA,CAPTAIN AMERICA,HUDSON, HEATHER,RAZORFIST III,WOO, JIMMY,PERSUASION/KARA KILL,TOM THUMB/THOMAS THO,KOENIG, ERIC,ICEMAN/ROBERT BOBBY ,DR. STRANGE/STEPHEN ,PIERCE, ALEXANDER GO,JONES, GABE,VANISHER,TRICKSHOT,ODDBALL/ELTON HEALEY,DRAX/ARTHUR DOUGLAS,BRAIN DRAIN/WERNER S,WARLOCK II/ADAM WARL,KENT, CLARK,LADY LARK/LINDA LEWI,GARGOYLE II/ISAAC CH,TENPIN/ALVIN HEALEY,QUILL"
MADAME MASQUE V,"IRON MAN/TONY STARK ,JOCASTA,JACOBS, GLENDA,RAMPAGE/STUART CLARK,WAR MACHINE II/PARNE,HOGAN, HAROLD J. HAP,MADAME MENACE/SUNSET,IRON MAN IV/JAMES R."
MADAME MENACE/SUNSET,"MACHINE MAN/X-51,NORTHSTAR/JEAN-PAUL ,JONES, MAGGIE,AIRBORNE/,JOCASTA,CONTROLLER/BASIL SAN,QUINN, PAMELA,HARRIS, EDDIE,ANT-MAN/DR. HENRY J.,GARVIN, GEARS,ORB,HOGAN, HAROLD J. HAP,IRON MAN/TONY STARK ,DONLEAVY, HANNAH,HOGAN, VIRGINIA PEPP,FIN FANG FOOM/MIDGAR,FIREFIGHT/,JACOBS, GLENDA,SAPPER,RAMPAGE/STUART CLARK,WAR MACHINE II/PARNE,FUJIKAWA, KENJIRO,SPAULDING, PETER,FOWLER, RED,BINARY/CAROL DANVERS,LITTLE, ABNER,IRON MAN IV/JAMES R."
"MADDEN, CHET","PROTOCIDE/PRIVATE CL,CAPTAIN AMERICA,FURY, COL. NICHOLAS ,FERRARI, CONNIE,DUGAN, TIMOTHY ALOYI,CARTER, SHARON,ZABU,SHANNA/SHANNA O'HARA,CACHE,MANNING, DR.,BILLUPS, AGENT,KLEIN, CAMERON"
