hero,connection
INNARDS,"BLADE,DRAKE, FRANKLIN,ROTWRAP,BARON STRUCKER/WOLFG,MALPRACTICE,ROMMEL, EDWIN ROMULU"
INTEGER,"WHITE QUEEN/EMMA FRO,GAIA,PENANCE/MONET ST. CR,SKIN/ANGELO ESPINOSA,SYNCH/EVERETT THOMAS,FEVER PITCH/,MEMBRAIN/,DARK BEAST/HENRY MCC,HEMINGWAY,CHAMBER/JONOTHON STA,X-MAN/NATHAN GREY ,WYNTER,WITNESS/NESS,VESSEL,HUSK/PAIGE GUTHRIE,IRON MAIDEN II/,OPSIDIAN/,JUBILEE/JUBILATION L"
INTERLOPER,"WONG,CLOAK/TYRONE JOHNSON,RINTRAH,ICEMAN/ROBERT BOBBY ,DR. STRANGE/STEPHEN ,CLEA,SOUTHERN, CANDY,CLOUD,ANGEL/WARREN KENNETH,MANSLAUGHTER,ANDROMEDA/ANDROMEDA ,NORRISS, SISTER BARB,CHANG, IMEI,DRAGON OF THE MOON,HUMAN TORCH/JOHNNY S,CANTOR, VERA,BLESSING, MORGANA,BEAST/HENRY &HANK& P,GARGOYLE II/ISAAC CH,BEYONDER,WOLFE, SARA,NIGHTMARE/EDVARD HAB"
INVISIBLE WOMAN/SUE,"CAPTAIN MARVEL II/MO,CHORD, ANDREW,GIGANTUS,AHURA,DAVIS, ABBY,MAKKARI/MIKE KHARY/I,BEAST DOPPELGANGER I,SOUTHERN, CANDY,BRUTACUS,QUEEN KNORDA/NORA QU,NEBULO,HARGEN,AVIUS,TAI II,SHIGARU,LOCKE, DR. CASSANDRA,TIMBERIUS,VAPOR,STERMAN, ANDREA ANDI,CUFFS/,SILVERCLAW/LA GARRA ,DEVIL-SLAYER/ERIC SI,CITIZEN V II/HELMUT ,MAXIMUS [INHUMAN],TEN FOR,PAKAI,IRON MAN IV/JAMES R.,AVIOS,SUPER-NOVA,LYJA LAZERFIST [SKRU,TORO/TOM RAYMOND,MEDUSA/MEDUSALITH AM,MERLIN,DAN-FARR,APOCALYPSE/EN SABAH ,MR. JUSTICE/TIMOTHY ,BLACK CAT/FELICIA HA,RIDER, CHARLES,CAPTAIN BARRACUDA,SASQUATCH DOPPELGANG,TOWER, BLAKE,RAA,POLARIS/LORNA DANE,CLINTON, BILL,FIXER II/PAUL NORBER,SCOURGE,HYPERSTORM,ENCHANTRESS/AMORA/HE,ATOR, GENERAL,QUESADA, JOE,MAGUS,BRANDEIS, CAMMY,DUGAN, TIMOTHY ALOYI,COIL,DEMOLITION MAN/DENNI,CRYSTAL [INHUMAN],WINDSHEAR/COLIN ASHW,RAVONNA LEXUS RENSLA,MALUS, DR. KARL,REDJEK/,WEIN, LEN,HOGAN, HAROLD J. HAP,DRAX DOPPELGANGER,FOREIGNER/RAFAEL BAS,LEADER/SAM STERNS,NELSON, CANDACE,PEARLA,BOUNTY II,SMOKESCREEN/,TWO-GUN KID,SQUIRE/,HUMAN TORCH DOPPELGA,ROSEN, WALTER,CYCLOPS DOPPELGANGER,STONE, MEG,JONES, NELL,DARKOTH/MAJOR DESMON,RUIZ, RIGGER,GIDEON, GREGORY HUNG,MR. MOBIUS,HUNTARA/MARY ELIZABE,GADFLY/RUTH MACRAE,GULLIN,MOONDRAGON DOPPELGAN,STORM DOPPELGANGER I,OSBORN, LIZ ALLAN,HELLCAT/PATSY WALKER,OLSEN, JIMMY,ROSETTA STONE,BOOMER/TABITHA SMITH,RICHARDS, REED | EAR,SPRITE,LOCKHEED,BRIDGE, GEORGE WASHI,JOSEPH,MENTOR/ALARS [ETERNA,MARVEL GIRL/JEAN GRE,HAWK,X-RAY,TYRAK,LUMPKIN, WILLIAM WIL,IGOR,SKIN/ANGELO ESPINOSA,MODOK/GEORGE TARLETO,SHADOWCAT/KATHERINE ,WOLFSBANE DOPPELGANG,BISHOP /,LIVING TRIBUNAL,SET,EXECUTIONER II/SKURG,MARTIN, ASHLEY,LONGBOW, DESIREE,STRONG GUY/GUIDO CAR,ORPHAN-MAKER/PETER,SHEFFIELD, LEAH,TECHNARX,VIPER II,WIRETAP/,CONWAY, GERRY,HOWLER II/ZED,RAINBOW, BECKY,ROSETTI, GABRIEL,MAKO,GLADIATOR/MELVIN POT,BLACK KNIGHT V DOPPE,JENNINGS, JOSEPH,CLAY, GORDON,EEL II/EDWARD LAVELL,SANTINI, DR. JOSE,FEIFFER, DEPUTY BEAU,APOCRYPHUS,FURY, COL. NICHOLAS ,HOBGOBLIN II/RODERIC,MOLECULE MAN/OWEN RE,PSYCHO-MAN,WINGFOOT, WYATT,SASQUATCH/WALTER LAN,ALEXANDER, CARRIE,WITCHFIRE,NEWMARK, LOTUS,FORGE,MS. MARVEL II/SHARON,MASTER ORDER,ROSS, GEN. THADDEUS ,MOONSTONE II/KARLA S,KINCAID, DR. JANE FO,ZURI,SENTINELS,CLOONEY, DR.,MIDNIGHT'S FIRE/,JINKU,DAKOR, YOGI,AGUIRRE, ISOBEL,EPOCH,BALDWIN, JUSTIN,N'DELE,YELLOWJACKET II/RITA,USAGENT/CAPTAIN JOHN,SOLO/,MORDRED THE EVIL,GAMORA,WATSON, KRISTY,NIGHTINGALE/,LETHA,BEREET,ODIN [ASGARDIAN],NOVA/RICHARD RIDER,OKOYE,O'NEIL, BRIDGET,CRIMSON COWL II/,PUCK/EUGENE MILTON J,STORM, CHILI,CASEY,IN-BETWEENER,NECRODAMUS,ANGEL DOPPELGANGER,COMET/HARRIS MOORE,HULK/DR. ROBERT BRUC,THOR III DOPPELGANGE,SUPER-ADAPTOID/ALESS,WILD BLOOD,WARLOCK III,ONE ABOVE ALL [CELES,DAGGER/TANDY BOWEN,BRUTO THE STRONGMAN/,BLACK PANTHER/T'CHAL,ELYSIUS,THUNDRA,DRAGON MAN,GALACTUS/GALAN,MIKHLO,SHIP,DIAMOND, BOB,ONEG,ROOTAR,ZEDRAO, GENERAL,SMITH, COL. TOLLIVER,STARSHINE II/BRANDY ,HOBGOBLIN V/JASON PH,JACK OF HEARTS/JACK ,MADAME MENACE/SUNSET,DIAMONDHEAD/DYKER,PSYLOCKE/ELISABETH B,MECHAMAGE/,MATHEMANIC/THOMAS SO,FURGAR,THANOS,PORCUPINE/ALEX GENTR,DAREDEVIL/MATT MURDO,MCLAREN, MEGAN,PSI-LORD/FRANKLIN BE,MULTIPLE MAN/JAMES A,DARKHAWK DOPPELGANGE,POSITRON/RONNIE,DEVLOR,MAJOR VICTORY/MAJ. V,SPIDERCIDE,GARGOYLE II/ISAAC CH,DORMA [ATLANTEAN],LOCKJAW [INHUMAN],MAYHEM/DET. BRIGID O,CITIZEN V III/DALLAS,BANNER, BETTY ROSS T,OMEGA-20/EUGENE,SATURNYNE, OPAL LUNA,PUNISHER,VIZIER,ZARATHOS,EON,MANH, COY NGA,MAGRUDER, ALLIE,PLANTMAN/SAM SMITHER,SIKORSKY,KREDDICK,GORR,JACKSON, CELIA,THING/BENJAMIN J. GR,HAVOK/ALEX SUMMERS ,MASTER/ESHU,STARK, MORGAN,LEE, STAN,SPIDER-WOMAN DOPPELG,SCARLET WITCH/WANDA ,GORNKAI,ABSORBING MAN/CARL C,WIZARD/BENTLEY WITTM,HOGAN, VIRGINIA PEPP,TORPEDO III/BROCK JO,MARROW/SARAH ,X-MAN/NATHAN GREY ,STALKING FOX,ADORA,QUICKSILVER DOPPELGA,LILANDRA NERAMANI [S,COLLECTOR/TANELEER T,BRANDEIS, LIZ PARRIS,CH'OD,NIGHTMARE/EDVARD HAB,RALF,EIGHTBALL,LORD CHAOS,SWORDSMAN/JACQUES DU,NORTHSTAR/JEAN-PAUL ,HANRAHAN, GORDON,BLACK BOLT/BLACKANTO,KARGUL,NOCTURNE/,WHITMAN, DEBRA,NOVA DOPPELGANGER II,STONE, LT. MARCUS,GRIMM, JAKE,PHOBIUS,GHAUR [DEVIANT],HIPPOLYTA [GREEK GOD,MARTINEX,NIGHTCRAWLER/KURT WA,THRAXON,ROGUE /,HUSK/PAIGE GUTHRIE,MASTERS, ALICIA REIS,DR. DOOM/VICTOR VON ,ONSLAUGHT II,LOBO,MOBIUS,RAGE/ELVIN DARYL HAL,GAARD/JOHNNY STORM E,MAN-APE/M'BAKU,CHASIN, MAJOR,MAGNETO/MAGNUS/ERIC ,HELLSTORM/DAIMON HEL,SHINSKI, PROFESSOR W,BOWEN, FATHER MICHAE,CYCLOPS/SCOTT SUMMER,B'ARR,WHIPLASH/MARK SCARLO,THUNDERSTRIKE/ERIC K,SPEEDBALL DOPPELGANG,CRIMEBUSTER/FRANK MO,STARHAWK/STAKAR,CANDLEMAS/,POWER MAN/ERIK JOSTE,M,WOLFSBANE/RAHNE SINC,VAKUME,SERGEI,MASON, WANDA,JOYBOY,NEZARR,DIVINITY,LANG, CASSANDRA CASS,EBONY,ST. THOMAS, JULES,SIMON, ALEX FLORES,PAGE, KAREN,JACKSON, STEVE,HUNCH,PIPELINE/CORMICK GRI,JAMESON, MARLA MADIS,MAGIK/ILLYANA RASPUT,RINGLET,SHANG-CHI,VALERIA,THUNDERBIRD III/NEAL,BALDWIN, MADELYNE MA,WATSON-PARKER, MARY ,PROTECTOR III/,COLOSSUS II DOPPELGA,CHARLIE 27,CAGE, LUKE/CARL LUCA,COLOSSUS II/PETER RA,RUIZ, RHYTHM,CARPENTER, RACHEL,LE FEY, MORGAN,CALEDONIA/ALISANDE S,OBLIVION,MARRINA/MARRINA SMAL,BINARY/CAROL DANVERS,COUNT NEFARIA, LUCHI,LIVEWIRE/RANCE PREST,SHE-HULK/JENNIFER WA,HATE-MONGER IV,JUSTICE II/VANCE AST,HELLSCOUT/KENNETH TE,TIGRA/GREER NELSON,TALBOT, GLENN,STRIDER,PAIBOK, CAPT. [SKRUL,HOGARTH, JERYN,AURORA/JEANNE-MARIE ,VISION DOPPELGANGER ,SUNFIRE/SHIRO YOSHID,HERCULES [GREEK GOD],THAKOS,BROTHER ROYAL,O'BRIEN, MICHAEL,MARRS(-PAYNE), PHOEB,ST. GERMAINE, COMTE,SWORDSMAN III/PHILIP,FLYING TIGER,CAPTAIN MARVEL/CAPTA,GHOST RIDER II/JOHNN,STARFOX/EROS,FIELSTEIN, FIREWORKS,ANELLE,GAMBONNO, LUIGI,PIP/PRINCE GOFERN,THUNDERBIRD II/JAMES,SUMMERS, NATHAN CHRI,JONES, MAGGIE,VASHTI,ETERNITY/ADAM QADMON,SZARDOS, MARGALI,SILHOUETTE,TEMPLAR/IAN FITZWILL,NAMORITA DOPPELGANGE,XEMNU,ANGEL/WARREN KENNETH,IMPOSSIBLE MAN,MARX,PEATOR,ESON [CELESTIAL],MASTER KHAN/TYRONE K,WHIZZER II/STANLEY S,MOWAT, FARLEY,CYNAS,HUMAN TORCH/JOHNNY S,BLAKE, BECKY,TITANIA II/MARY SKEE,DANTES, DR. EDWINA,BALLANTINE, KAYLA,DR. SUN,HIBBERT, HOPE,TEFRAL,KRAVEN THE HUNTER/SE,BEETLE/ABNER RONALD ,KOFI [KYMELLIAN],GRIMM, BEN | EARTH-A,SPIDER-MAN CLONE/BEN,RADIOACTIVE MAN/DR. ,ROBESON, PROFESSOR K,ST. LAWRENCE, COL. C,KISMET/J'RIDIA STARD,PIXIE/ [ETERNAL],MIDAS,NORTHSTAR DOPPELGANG,MACTAGGERT, MOIRA KI,STORM DOPPELGANGER,LEE, LITTLE LARRY,BYRNE, JOHN,RED WOLF III/WILL TA,RIDER, GLORIA,TITANIA/,IRON MAN V/TEEN TONY,BLACK KNIGHT III/EOB,RAMBO,OXBOW/,MARGOYLE,MR. FANTASTIC/REED R,GUARDIAN/JAMES MACDO,TYRANNUS,STUNT-MASTER/GEORGE ,YANDROTH,PARRISH, MAX,AIRBORNE/,HALBERG, DONALD,DR. DOOM CLONE/VICTO,ELECTRO/MAX DILLON,DR. STRANGE/STEPHEN ,VANISHER,SENTRY 459,EXILE,WETHERELL, MANOLI,HIGH EVOLUTIONARY/HE,CLOWN/CRAFTY ELIOT F,RED SKULL/JOHANN SCH,SPIDER-WOMAN II/JULI,OVERMIND/GROM,MULTIPLE MAN DOPPELG,OSBORN, HARRY,SPHINX,GLORIAN/THOMAS GIDEO,KA-ZAR/KEVIN PLUNDER,SPUNJE,RUBY,EXECUTIONER III/BRUT,DARE, ROSSALYN,RAMBEAU, MARIA,SPITFIRE/LADY JACQUE,ARISHEM [CELESTIAL],LIGHTSPEED/JULIE POW,BLACK KNIGHT V/DANE ,WOLVERINE/LOGAN ,EMPRESS R'KILL [SKRU,SHAMAN/MICHAEL TWOYO,MCKENZIE, LYDIA,JONES, RICHARD MILHO,WALKABOUT,BETA RAY BILL,ULTRON,GHOST RIDER III/DAN ,JANUS,POUNDCAKES/MARIAN PO,MERENGUES, SMOOTH MA,VECTOR,BOOBYTRAP/,USAGENT DOPPELGANGER,IRONCLAD,ANT-MAN II/SCOTT HAR,URSA MAJOR/MIKHAIL U,U-MAN/MERRANO,MIDGARD SERPENT,MARVEL GIRL II/VALER,ROBERTSON, JOE,VINDICATOR II DOPPEL,EGO,GLADIATOR II,ROSENTHAL, BERNIE,HYPERION,BUTCH,SMITH, KEVIN,BALDER [ASGARDIAN],HUMAN TORCH ANDROID/,GILBERT, PROFESSOR G,VERPOORTEN, JOHN,CONSTRICTOR/FRANK PA,YONDU/YONDU UDONTA,LONGSHOT,SUPER SKRULL/KL'RT,WARD, SEN. STEWART,DEATHLOK III/MICHAEL,URICH, BEN,ROCK/SAMUEL JOHN ROC,DORMA II [ATLANTEAN],WATSON, ANNA,HELIX II,MUTO, JUNZO,KNIGHT, MISTY,BAXTER, ABIGAIL,SPECTRA/SELENA SLATE,LOCKDOWN,JEMIAH,DARK CRAWLER,SSSITH,THUG,GATECRASHER,MEGGAN,BAXTER, NOAH,AQUARIAN/WUNDARR,QUASIMODO,GOG,PERSEPHONE,VERTIGO,PRINCE BAYAN,BENJAMIN, BYRON,BLAIRE, CARTER,FATH,KAMO THARNN,STAR-STALKER,BLOOD WRAITH/SEAN DO,ASHEMA [CELESTIAL],STORM/ORORO MUNROE S,GOLDEN ARCHER II/WYA,GAMBONNO, ERNESTO,FAYRELYTE STRONGHEAR,HARDY, STAN,GAMBIT/REMY LEBEAU ,BUSHWACKER/CARL,ETERNAL BRAIN/PROFES,WILD CHILD/KYLE GIBN,THOR/DR. DONALD BLAK,DARKSTAR/LAYNIA SERG,GAZELLE,ROBINSON, LUCY,MURPHY, JOBOA,MANDRILL/HENSLEY FAR,BLOOD BROTHERS,LUMPKIN, WILHEMINA B,KLAW/ULYSSES KLAW,FLATIRON/RUSSELL,SILVER SURFER IMPOST,WING, COLLEEN,LUBOWSKI, LUGWRENCH,BLOODSTRIKE/ERIC CON,ATTUMA,MELTON, LORRIE,RINGMASTER/MAYNARD T,ICEMAN DOPPELGANGER,BLACK GOLIATH/DR. WI,KWAN, TERRY,SUAREZ, RAPHAEL,WOLVERINE DOPPELGANG,JUBILEE/JUBILATION L,SPAULDING, PETER,MARTINELLI, VINCENT ,CODY, GARY,ZARAN II,ARCADIUS,MARTINEZ, ALITHA,FIREBIRD/BONITA JUAR,SUPREME INTELLIGENCE,TILBY, TRISH/PATRICI,SLEEPWALKER,PHARAOH RAMA-TUT,DR. SPECTRUM/JOSEPH ,DARK RAIDER,UNION JACK III/JOEY ,TERMINUS,FIRESTAR/ANGELICA JO,CHAMPION, IMUS,DEATH,BOWMAN, MAJ.,MORLAK, MARIS,ARABIAN KNIGHT/ABDUL,GAEA,IRON MAN DOPPELGANGE,PRINCESS PEARLA,MIRAGE II/DANIELLE M,BEAUTY,RICHARDS, FRANKLIN 2,KRANG [ATLANTEAN],THING DOPPELGANGER I,LANDA,ROCKETLAUNCHER/,NURO,BLASTAAR,SAPPHIRAS,POWER, MARGARET,PUNISHER II/FRANK CA,VOLCANA/MARSHA ROSEN,EFFIGY/LT. VELMAX/JA,LATHAM, JORGE,MIRACLE MAN,DANGOR,MARVEL GIRL DOPPELGA,EGGHEAD/PROF. ELIHAS,KARNAK [INHUMAN],PLUNDERER/LORD EDGAR,SPIDER-MAN/PETER PAR,GYRICH, HENRY PETER,DR. DRUID/ANTHONY LU,TORGO,GYRE,SHERIDAN, RICHARD RI,ZOTA, CARLO,ASTRONOMER,RINGTOSS,CLEA,TRADER,REFLEX/,MOON KNIGHT/MARC SPE,TRAPSTER/PETER PETRU,ROM, SPACEKNIGHT,BLACKHEART,FIREFIGHT/,SHOCKER/HERMAN SCHUL,PUPPET MASTER/PHILLI,NANNY II,LEEDS, BETTY BRANT,PROFESSOR X/CHARLES ,MELTER/BRUNO HORGAN,ZIRAN,LUNA/LUNA MAXIMOFF [,STINGRAY/DR. WALTER ,APOSTATE,LLYRA/LLYRA MORRIS,LLYRON,ERISHKIGEL II/HOLLY ,KREE GIANT MAN [KREE,GRIM REAPER/ERIC WIL,BEYNON, DR. BRADLEY,TURBO II (A)/MICHIKO,ALLEN, TERRY,JONES, HUGH,ARKON,WRECKER/DR. KARL KOR,IMPOSSIBLE WOMAN,ANDROMEDA/ANDROMEDA ,MOLE MAN/HARVEY RUPE,VULCAN/,IRON MAN/TONY STARK ,BUCKY VII/RIKKI BARN,KRUGGAR,SHELDON, PHIL,AUSTIN, SUSAN,RICTOR/JULIO ESTEBAN,AYESHA,CENTARIUS,COBRA/KLAUS VORHEES,TRIATHLON/DELROY GAR,SHROUD/MAXIMILLIAN Q,JUSTICE PEACE,HATE-MONGER/ADOLF HI,PHINEAS,GLABOO,GREY GARGOYLE/PAUL P,QUINN, MR.,DOC SAMSON/DR. LEONA,KALA,MACHINE MAN/X-51,VULTURE/ADRIAN TOOME,TRUTH,FIRELORD/PYREUS KRIL,WONG,BOYD, TWO-FISTED TOM,NIGHTHAWK II/KYLE RI,TERRAX II/TYROS,IRON FIST H'YLTHRI I,ICEMAN/ROBERT BOBBY ,BANSHEE/SEAN CASSIDY,HYDRON,JONES, GABE,SHELLSHOCK/,TRITON,FALCON/SAM WILSON,MANTIS/? BRANDT,MOCKINGBIRD/DR. BARB,KRISTOFF/KRISTOFF VE,MR. FANTASTIC DOPPEL,ZARRKO, ARTHUR,BLACK KNIGHT IV/PROF,NELSON, FRANKLIN FOG,RAPTOR II/PROFESSOR ,SABRA/RUTH BAT-SERAP,BLIZZARD/PROF. GREGO,CRIMSON DYNAMO V/DIM,MARVEL BOY III/ROBER,HARD BOILED HENWY,GARDENER/ORD ZYONYZ ,WARLOCK II/ADAM WARL,MANDARIN,LADY LARK/LINDA LEWI,TARGON,SAPRISTI, JERRY,MYSTERIO/QUENTIN BEC,QUILL,GIDEON, CLAIRE,HEIMDALL [ASGARDIAN],WINGFOOT, WYNONA,SPIDER-WOMAN/JESSICA,BRUTE/REED RICHARDS ,ARBOGAST, BAMBI,ARON [WATCHER],PUPPY,EVANS, DORIS,QUICKSILVER/PIETRO M,COUNTERWEIGHT II/KAT,GAMMENON [CELESTIAL],THENA,CERA, KAY,LAMY, KELLY,STARHAWK II/ALETA OG,RADION,INFINITY II,BARON BRIMSTONE/,MISTER HYDE/CALVIN Z,THOMPSON, EUGENE FLA,SAURON/DR. KARL LYKO,NIXON, RICHARD,RUNNER,HULK III/BRUCE BANNE,DIABLO/ESTEBAN DE AB,UATU,DAZZLER II/ALLISON B,NIGHT THRASHER/DUANE,MALICE III,RAMROD II,PULSSUS,JONES, TAMMY ANNE,RASSITANO, MAD DOG,LEFT HAND/DIEGO CASS,SILVANI, VITTORIO,THANOS DOPPELGANGER,NORRISS, SISTER BARB,NOVA II/FRANKIE RAYE,MARRS, DESMOND,HEADLOK,AWESOME ANDROID,BODYBAG,RONAN THE ACCUSER [K,GREEN GOBLIN/NORMAN ,WONDER MAN/SIMON WIL,HULK DOPPELGANGER II,STACY, JILL,PUNCHOUT,ROBERTS, CHESS,PHASTOS [ETERNAL],WONDER MAN DOPPELGAN,LORELEI II/MELODI [A,SIF,BROGIN, BULL,FRENCHIE/JEAN-PAUL D,LOKI [ASGARDIAN],SANDMAN/WILLIAM BAKE,MAD DOG/COLONEL BUZZ,THORNN,RIOT-ACT/,STALLIOR,VIBRAXAS/N'KANO,WASP/JANET VAN DYNE ,DEATHURGE,HAMIR,MOY, ALYSSA,FORGOTTEN ONE/GILGAM,DR. OCTOPUS/OTTO OCT,HERCULES DOPPELGANGE,MADAME MASQUE/GIULIE,CANNONBALL II/SAM GU,RAMBEAU, FRANK,SUNSPOT/ROBERTO DACO,MAGDALENE/MARISSA DA,MEPHISTO,DRACULA/VLAD TEPES,NALES, DET. REBECCA ,ROMA,SPEEDBALL/ROBBIE BAL,HIJACKER,YETI,MANH, COY LEONG XUI,KURRGO,SHAPER OF WORLDS,DEFENSOR,VANGUARD/NICOLAI KRY,JAMESON, J. JONAH,MAM'SELLE HEPZIBAH,DAKESIAN, NANCI,DARK BEAST/HENRY MCC,OBLITERATOR II,OZYMANDIAS,PALMIOTTI, JIMMY,CAPTAIN AMERICA DOPP,BROWN, LAURA,FRIDAY,GRANDMASTER/EN DWI G,BEAST/HENRY &HANK& P,MIRAGE,SAXON, STARR,WAXWORK,BLACK KNIGHT II/SIR ,KATYUSHA/,QUASAR III/WENDELL V,NIKKI/NICHOLETTE GOL,STRUCKER, ANDREA,GORGON [INHUMAN],MANH, COY TRANH,CLOAK/TYRONE JOHNSON,IKARIS/IKE HARRIS [E,CHARCOAL/CHARLIE BUR,WHIRLWIND/DAVID CANN,HUNT, ROBERTA,DEVOS THE DEVESTATOR,THINKER,NAMORITA/NITA PRENTI,AIREO/AEOLUS [INHUMA,SERSI/SYLVIA,ACROBAT/CARL ZANTE,JARVIS, EDWIN ,FLORES, JAMIE,YELLOW CLAW/TZING JA,RED GHOST/IVAN KRAGO,PLUTO [OLYMPIAN],DEL HIERRO, BLANCA,JOLT/HALLIE TAKAHAMA,OCCULUS,SCRATCH, NICHOLAS,IRON FIST/DANIEL RAN,EELAK,VOSTOK,DESTROYER III,EVERETT, BILL,CONTRARES, ANASTASIA,MASON, LOUISE,JONES, CHARLOTTE,DAREDEVIL DOPPELGANG,MUTAURUS,BOX/ROGER BOCHS,VISION ,ANT-MAN/DR. HENRY J.,MAN-THING/THEODORE T,EEL/LEOPOLD STRYKE,MAELSTROM/MALCOLM ST,SIKORSKY, RAYMOND,RICHARDS, FRANKLIN B,DARKHAWK/CHRIS POWEL,LEONUS/LIONUS [INHUM,SNOWBIRD/NARYA/ANNE ,BLITZKRIEG/,ABRAXAS,HARKNESS, AGATHA,WOODGOD,JOSTEN, LINDY,KURSE/ALGRIM [ASGARD,QUASAR DOPPELGANGER ,O'HOOLIHAN, SERGIUS,RICHARDS, NATHANIEL,SILVER SURFER/NORRIN,KARMA/XI'AN COY MANH,BLACK WIDOW/NATASHA ,MOON KNIGHT DOPPELGA,LUCAS,MASTERSON, KEVIN,PHILLIPS, HANDSOME H,DORREK [SKRULL],GEE/ALEX POWER,YAP,SILVER SABLE,TYNDAR,OMEGA II,PARKER, MAY,FIREFALL II,AIR-WALKER/GABRIEL L,REEVES, MAJOR,NIGHTHAWK/KYLE RICHM,MOONDRAGON/HEATHER D,STANKOWICZ, FABIAN,THUNDERBALL/DR. ELIO,CARTER, PEGGY,PATRICK, KERRY,BARON STRUCKER/WOLFG,BEYONDER,DEATHUNT 9000,UNICORN/MYLOS MASARY,STEM,MORBIUS/DR. MICHAEL ,CAPTAIN AMERICA,HUDSON, HEATHER,IRONWOOD, CISSY,SILVER SURFER DOPPEL,NOVA-PRIME,POWER, DR. JIM,HARRIS, EDDIE,KOENIG, ERIC,SUB-MARINER/NAMOR MA,QUINN, MIRANDA/M'RYN,PHOENIX III/RACHEL S,RAKSOR [SKRULL],MONOCLE,SCARECROW/EBENEZER L,CANNONBALL/JACK PULV,MARTIN, TERI,SCREAMING MIMI/MELIS,TEXAS TWISTER/DREW D,RENO, AGENT,LIVING LIGHTNING/MIG,TALISMAN,DRAX/ARTHUR DOUGLAS,CHARM,FIZ [SKRULL],HELA [ASGARDIAN],BEEFER,SHAKTI,CHAMPION/TRYCO SLATT,RED GUARDIAN III/DR.,CERANDA,ANNIHILUS,AHAB/RORY CAMPBELL,POWERHOUSE/RIEG DAVA,COUNTERWEIGHT/JACK P,HYDROMAN/MORRIE BENC,RED SHIFT"
IREZUMI/,"CYBERTOOTH/YEN HSIEH,TIGRA/GREER NELSON,ANT-MAN/DR. HENRY J.,PELE/MICHI SASAKI,WASP/JANET VAN DYNE ,IRON MAN/TONY STARK ,KUROKO/,SCARLET WITCH/WANDA ,LIVING LIGHTNING/MIG,DEMONICUS/DR. DOUGLA,WONDER MAN/SIMON WIL,SPIDER-WOMAN II/JULI,ANAMI, HIROSHI,TAIFU/TOSHIO SASAKI"
IRON,"JUSTICE II/VANCE AST,INDIUM,BARIUM,BEETLE/ABNER RONALD ,WASP/JANET VAN DYNE ,PLUTONIUM,CRIMSON COWL II/,CADMIUM,POWER MAN/ERIK JOSTE,JOLT/HALLIE TAKAHAMA,CARBON,HAFNIUM,IRON FIST/DANIEL RAN,SWORDSMAN III/PHILIP,MAGDALENE/MARISSA DA,CITIZEN V II/HELMUT ,CALIFORNIUM,BERYLLIUM,SPEEDBALL/ROBBIE BAL,KARNAK [INHUMAN],RADIUM,SPIDER-MAN/PETER PAR,KHANDRUVITCH, DR. VA,NIGHT THRASHER/DUANE,GOLD,MOONSTONE II/KARLA S,SODIUM,WHITE TIGER II/,FALCON/SAM WILSON,SCREAMING MIMI/MELIS,DARKHAWK/CHRIS POWEL,CAGE, LUKE/CARL LUCA,CESIUM,DAREDEVIL/MATT MURDO,BRIDGE, GEORGE WASHI,MCLAREN, MEGAN,EUROPIUM,FIXER II/PAUL NORBER,RAGE/ELVIN DARYL HAL,NEPTUNIUM,CITIZEN V III/DALLAS,DISPROSIUM"
IRON FIST | MUTANT X,"DRAX | MUTANT X-VERS,DR. STRANGE | MUTANT,POLARIS | MUTANT X-V,HULK | MUTANT X-VERS,MAN-SPIDER | MUTANT ,NAMORITA | MUTANT X-,DEVIL DINOSAUR | MUT,BROTHER VOODOO | MUT,RAVEN | MUTANT X-VER,SUMMERS, SCOTT III |,ICE-MAN | MUTANT X-V,DAREDEVIL | MUTANT X,VOLSTAGG | MUTANT X-,FIN FANG FOOM | MUTA,WOLVERINE | MUTANT X,DRACULA | MUTANT X-V,THOR | MUTANT X-VERS,SUB-MARINER | MUTANT,HOGUN | MUTANT X-VER,VALKYRIE II | MUTANT,MOON KNIGHT | MUTANT"
IRON MAN ARMOR,"IRON MAN/TONY STARK ,HOGAN, VIRGINIA PEPP,FUJIKAWA, RUMIKO,WHIPLASH/MARK SCARLO"
"ITOBU, DR. JOSHUA","MERRYWEATHER, IRENE"
IZANAMI,"PAGE, KAREN,SCOTT, PETER,TYPHOID MARY/MARY ME,SENNET, PAMELA,FLAME,HARRIS, CHRISTINE,MALTESE,SPEAR,NELSON, FRANKLIN FOG,WING,STONE,GHOST RIDER III/DAN ,DAREDEVIL/MATT MURDO,CASS, LARRY MAD DOG,SABINI, JERRY THE WH,JONIN,STAR,TULLY, DEREK,KINGPIN/WILSON FISK"
JACK,"SPIDER-MAN/PETER PAR,RAVEN, LT. JACOB,JAMESON, J. JONAH,ROBERTSON, JOE,SPIDERCIDE,SPIDER-MAN CLONE/BEN,JACKAL/MILES WARREN,KAINE,SCRIER II/"
JACKKNIFE/JACK COLE,"MARITA,ABOMINATION/EMIL BLO,JAM/JASMINE ARCHER,BUX,X-MAN/NATHAN GREY ,ROUST"
