hero,connection
MAGDALENE/MARISSA DA,"GALEN KOR, ADMIRAL [,JUSTICE II/VANCE AST,TIGRA/GREER NELSON,CHAMPION, IMUS,FIRESTAR/ANGELICA JO,LIPTON, MILES,WHIRLWIND/DAVID CANN,BLACK KNIGHT V/DANE ,SERSI/SYLVIA,JARVIS, EDWIN ,PLUTONIUM,JONES, RICHARD MILHO,HERCULES [GREEK GOD],MARILLA [INHUMAN],QUICKSILVER/PIETRO M,SCARLET WITCH/WANDA ,CORBEAU, DR. PETER,SLOTH,HAFNIUM,IRON FIST/DANIEL RAN,SWORDSMAN III/PHILIP,CITIZEN V II/HELMUT ,CALIFORNIUM,STARFOX/EROS,BERYLLIUM,DEATHCRY [SHI'AR],UATU,SPIDER-MAN/PETER PAR,MIDGARD SERPENT,VISION ,ANT-MAN/DR. HENRY J.,GOLD,MOONSTONE II/KARLA S,DARKHAWK/CHRIS POWEL,ARCANNA/ARCANNA JONE,WONDER MAN/SIMON WIL,FIXER II/PAUL NORBER,RAGE/ELVIN DARYL HAL,LUNA/LUNA MAXIMOFF [,NEPTUNIUM,STINGRAY/DR. WALTER ,MEPHISITOID,BLACK WIDOW/NATASHA ,USAGENT/CAPTAIN JOHN,BEETLE/ABNER RONALD ,COAL TIGER/T'CHALLA ,SANDMAN/WILLIAM BAKE,CRYSTAL [INHUMAN],DEMOLITION MAN/DENNI,MORDRED THE EVIL,THUNDERSTRIKE/ERIC K,WASP/JANET VAN DYNE ,CRIMSON COWL II/,CADMIUM,IRON MAN/TONY STARK ,POWER MAN/ERIK JOSTE,MOONDRAGON/HEATHER D,FREEMAN, DUANE JEROM,PROCTOR,SPEEDBALL/ROBBIE BAL,RADIUM,CASSANDRA,MACHINE MAN/X-51,CAPTAIN AMERICA,BLACK PANTHER/T'CHAL,KHANDRUVITCH, DR. VA,THOR/DR. DONALD BLAK,SUB-MARINER/NAMOR MA,FALCON/SAM WILSON,SCREAMING MIMI/MELIS,CAGE, LUKE/CARL LUCA,LIVING LIGHTNING/MIG,DAREDEVIL/MATT MURDO,SPRITE,BRIDGE, GEORGE WASHI,MCLAREN, MEGAN,VALINOR,LADY LARK/LINDA LEWI,BEAST/HENRY &HANK& P,SPIDER-WOMAN II/JULI,LOCKJAW [INHUMAN],HAWK,BINARY/CAROL DANVERS,T'KYLL ALABAR,CITIZEN V III/DALLAS,FIREBIRD/BONITA JUAR,SHE-HULK/JENNIFER WA,QUASAR III/WENDELL V"
MAGGOTT/JAPHETH,"KA-ZAR/KEVIN PLUNDER,DEATHBIRD [SHI'AR],MANBOT/BERNIE LACHEN,SKIN/ANGELO ESPINOSA,SLAUGHTER II/CONSTAN,BISHOP /,SHADOW KING/AMAHL FA,WOLVERINE/LOGAN ,THING/BENJAMIN J. GR,STONE, MARGARET,SUNFIRE/SHIRO YOSHID,MEANY,MARROW/SARAH ,SASQUATCH II,SAURON/DR. KARL LYKO,HALLER, GABRIELLE,WHITE QUEEN/EMMA FRO,AGEE, DR. AUBREY,GAIA,PENANCE/MONET ST. CR,SPIDER-MAN/PETER PAR,SUMMERS, NATHAN CHRI,CALLISTO,RADIUS/JARED CORBO,INVISIBLE WOMAN/SUE ,ANGEL/WARREN KENNETH,GUARDIAN V/JAMES MAC,CHAMBER/JONOTHON STA,ARMSTRONG, MYRA,NIGHTCRAWLER/KURT WA,FERRIS,HUMAN TORCH/JOHNNY S,ROGUE /,HUSK/PAIGE GUTHRIE,GREEN GOBLIN/NORMAN ,SHANNA/SHANNA O'HARA,DE LA JOYA, SISTER M,SPAT,PROFESSOR X/CHARLES ,LANDSCAPE/BRETT,MAGNETO/MAGNUS/ERIC ,CYCLOPS/SCOTT SUMMER,ENTITY II,AINET,PUCK/EUGENE MILTON J,BLACK KING/SEBASTIAN,IRON MAN/TONY STARK ,GROVEL,MURMUR II/ARLETTE TR,CANNONBALL II/SAM GU,MR. SINISTER/NATHAN ,FLEX/ADRIAN CORBO,FITZROY, TREVOR,STORM/ORORO MUNROE S,HUDSON, HEATHER,SYNCH/EVERETT THOMAS,GAMBIT/REMY LEBEAU ,MILLER, CHRIS,ICEMAN/ROBERT BOBBY ,DARK BEAST/HENRY MCC,BANSHEE/SEAN CASSIDY,REYES, DR. CECELIA,PSYLOCKE/ELISABETH B,GHOST GIRL II/LILLI,COLOSSUS II/PETER RA,SABRA/RUTH BAT-SERAP,KELLY, SEN. ROBERT E,FROST, ADRIENNE,ZABU,ERIC THE RED II,BEAST/HENRY &HANK& P,JOSEPH,JUBILEE/JUBILATION L,MARVEL GIRL/JEAN GRE,EENY,TILBY, TRISH/PATRICI"
MAGNETO/MAGNUS/ERIC,"KA-ZAR/KEVIN PLUNDER,DEATHBIRD [SHI'AR],SABRETOOTH/VICTOR CR,DEVEREAUX, MICHELLE,CAPTAIN MARVEL II/MO,CORTEZ, FABIAN,MILAN,LORELEI,LIGHTSPEED/JULIE POW,BLACK KNIGHT V/DANE ,WOLVERINE/LOGAN ,SOUTHERN, CANDY,BLACK TOM CASSIDY,SHAMAN/MICHAEL TWOYO,VAPOR,LIZARD/DR. CURTIS CO,ULTRON,MELLENCAMP,BIRDBRAIN,LADONNA, HOLLY,DURAN, CONAL,JETSTREAM/HAROUD IBN,GREY, ELAINE,TOAD/MORTIMER TOYNBE,CORSI, TOM,EDGERTON, GAYLE,AMPHIBIUS,IRON MAN IV/JAMES R.,WORTHINGTON, WARREN ,LYJA LAZERFIST [SKRU,RANDOM II/MARSHALL E,MEDUSA/MEDUSALITH AM,WALDO,ROBERTSON, RANDY,CALLISTO,D.O.A.,ROBERTSON, JOE,APOCALYPSE/EN SABAH ,INVISIBLE WOMAN/SUE ,TSURAYABA, MATSUO,CATSEYE/SHARON SMITH,HUMAN TORCH ANDROID/,LONGSHOT,FERRIS,LEGION II/DAVID HALL,POLARIS/LORNA DANE,CLINTON, BILL,DAYTRIPPER/AMANDA SE,DORMA II [ATLANTEAN],ENCHANTRESS/AMORA/HE,KNIGHT, MISTY,OMEGA RED/ARKADY ROS,CRYSTAL [INHUMAN],PYRO/ALLERDYCE JOHNN,GRANT, GLORIA GLORY,SCRAMBLER,CORSAIR,MONDO II,PENNYWORTH, J.C.,WORTHINGTON, KATHRYN,COLOSSUS 2013,DELGADO,BARNACLE/,SUVOROV, ADMIRAL GRI,SLITHER,STORM/ORORO MUNROE S,SHADOWCAT 2013,AXE/,MASTERMIND/JASON WYN,SYNCH/EVERETT THOMAS,GAMBIT/REMY LEBEAU ,DARKSTAR/LAYNIA SERG,THOR/DR. DONALD BLAK,SIRYN/THERESA ROURKE,KLAW/ULYSSES KLAW,BARBARUS,BOERKE, MAYOR,RIPTIDE,OSBORN, LIZ ALLAN,HELLCAT/PATSY WALKER,MOREAU, PHILLIP,BOOMER/TABITHA SMITH,LOCKHEED,JOSEPH,JUBILEE/JUBILATION L,SUPER SABRE/MARTIN F,MARVEL GIRL/JEAN GRE,HAWK,FIREBIRD/BONITA JUAR,TILBY, TRISH/PATRICI,KINGPIN/WILSON FISK,SKIN/ANGELO ESPINOSA,PHARAOH RAMA-TUT,KATZENBERG, NICK,FIRESTAR/ANGELICA JO,SHADOWCAT/KATHERINE ,SUNSPYRE/LEYU YOSHID,RED RAVEN,BISHOP /,SHADOW KING/AMAHL FA,REAGAN, RONALD,MIRAGE II/DANIELLE M,BERNARD THE POET,LADY DEATHSTRIKE/YUR,MARTIN, ASHLEY,MAGMA/AMARA AQUILLA/,STRONG GUY/GUIDO CAR,GREY, DR. JOHN,PUMA/THOMAS FIREHEAR,VIPER II,CORBEAU, DR. PETER,POWER, MARGARET,SILVER SAMURAI/KENYU,VOLCANA/MARSHA ROSEN,ROSS, EVERETT KENNET,STRUCKER, ANDREAS,HUNTER, STEVIE,KARNAK [INHUMAN],CRIMSON COMMANDO/FRA,EARTHQUAKE,FURY, COL. NICHOLAS ,SPIDER-MAN/PETER PAR,PENANCE/MONET ST. CR,MOLECULE MAN/OWEN RE,AVALANCHE/DOMINIC PE,SKIDS/SALLY BLEVINS,FORGE,MS. MARVEL II/SHARON,TAROT/MARIE-ANGE COL,KINCAID, DR. JANE FO,AVIA,ROUGHHOUSE,TRAPSTER/PETER PETRU,CHANCE,JUGGERNAUT/CAIN MARK,HUXLEY, DR. ALDA,PROFESSOR X/CHARLES ,TRION,LUNA/LUNA MAXIMOFF [,HEALER,ERIC THE RED [SHI'AR,USAGENT/CAPTAIN JOHN,WATSON, KRISTY,BLOB/FRED J. DUKES,CHEEVER, JOHN,MOLE MAN/HARVEY RUPE,PUCK/EUGENE MILTON J,IRON MAN/TONY STARK ,FORRESTER, CAPT. ALE,NEREEL,WRAITH II/HECTOR REN,NANNY,RICTOR/JULIO ESTEBAN,TRIATHLON/DELROY GAR,GATEWAY,RASPUTINA, ILLYANA I,HULK/DR. ROBERT BRUC,NEOPHYTE/,WARLOCK III,LUBENSKI, NATE,VULTURE/ADRIAN TOOME,PHOENIX II,GAZA,BLACK PANTHER/T'CHAL,ROULETTE II/JENNY ST,DRAGON MAN,WONG,GALACTUS/GALAN,SHIP,NIGHTHAWK II/KYLE RI,UNUSCIONE,HARPOON,IRON FIST H'YLTHRI I,ICEMAN/ROBERT BOBBY ,SPOOR/ANDREW HAMISH ,BANSHEE/SEAN CASSIDY,FALCON/SAM WILSON,HOLOCAUST,MOCKINGBIRD/DR. BARB,PSYLOCKE/ELISABETH B,BLACK KNIGHT IV/PROF,SABRA/RUTH BAT-SERAP,PROSH,CRIMSON DYNAMO V/DIM,THANOS,ANIMATOR/DR. FREDRIC,DAREDEVIL/MATT MURDO,MANDARIN,MULTIPLE MAN/JAMES A,KENT, CLARK,PILEDRIVER II/BRIAN ,SUMMERS, MADELYNE MA,LOCKJAW [INHUMAN],HODGE, CAMERON,BRIGHTWIND,PETROVITCH, IVAN,MAGGOTT/JAPHETH,SIKORSKY,STORM 2013,THING/BENJAMIN J. GR,HAVOK/ALEX SUMMERS ,MASTER MOLD II,RAZA LONGKNIFE,EMPATH/MANUEL ALFONS,SCARLET WITCH/WANDA ,QUICKSILVER/PIETRO M,MARROW/SARAH ,S'YM,ABSORBING MAN/CARL C,WIZARD/BENTLEY WITTM,COUNTERWEIGHT II/KAT,THOMAS, DR. JOHN,ZEALOT/MOREAU,UNUS THE UNTOUCHABLE,LILANDRA NERAMANI [S,MUELLER, AMANDA,EXODUS/BENNET DUPARI,MACON, ANGELO,CRUCIBLE/BYRON CALLE,DEVERAUX, INSPECTOR ,RAYMOND, ANN,CH'OD,WOLVERINE 2013,THOMPSON, EUGENE FLA,SAURON/DR. KARL LYKO,HALLER, GABRIELLE,WHITE QUEEN/EMMA FRO,STRANGER,NORTHSTAR/JEAN-PAUL ,DAZZLER II/ALLISON B,BLACK BOLT/BLACKANTO,LEEDS, NED,QUEEN DIVINE JUSTICE,GOSAMYR,GHAUR [DEVIANT],CROSSBONES/BROCK BIN,NORRISS, SISTER BARB,WRECKER III/DIRK GAR,NIGHTCRAWLER/KURT WA,WHITEOUT,VINDALOO/,BRAINCHILD,ROGUE /,HUSK/PAIGE GUTHRIE,MASTERS, ALICIA REIS,DR. DOOM/VICTOR VON ,WONDER MAN/SIMON WIL,LEECH,SCANNER II,SHANNA/SHANNA O'HARA,WARSTAR,SPAT,FRIEDLANDER, SHARON,RASPUTIN, MIKHAIL,TESSA,COLE, WADE,LOKI [ASGARDIAN],ARAGORN,BOWEN, FATHER MICHAE,CYCLOPS/SCOTT SUMMER,EJULP,COOPER, DR. VALERIE,BARON MORDO/KARL MOR,WASP/JANET VAN DYNE ,VIBRAXAS/N'KANO,MCCABE, LINDSAY,BLACK KING/SEBASTIAN,SMASHER IV,DR. OCTOPUS/OTTO OCT,M,WOLFSBANE/RAHNE SINC,CHENEY, LILA,MADDICKS, ARTHUR ART,CANNONBALL II/SAM GU,SUNDER,ARCLIGHT/PHILLIPA SO,SUNSPOT/ROBERTO DACO,REM-RAM/,EBONY,MEPHISTO,ANDERSON, CHIEF MAGI,KRAMER, KENNY,BULLDOZER/HENRY CAMP,VANGUARD/NICOLAI KRY,MAM'SELLE HEPZIBAH,PIPELINE/CORMICK GRI,JAMESON, J. JONAH,MAGIK/ILLYANA RASPUT,CYPHER/DOUG RAMSEY,WESTPHAL, SIMON,WATSON-PARKER, MARY ,CAGE, LUKE/CARL LUCA,COLOSSUS II/PETER RA,SISTER SALVATION,LYNNE, MONICA,KELLY, SEN. ROBERT E,ZABU,MOLTEN MAN/MARK RAXT,CALIBAN/,BEAST/HENRY &HANK& P,STUART, BRIG. ALYSAN,EENY,BINARY/CAROL DANVERS,SHE-HULK/JENNIFER WA,JUSTICE II/VANCE AST,TIGRA/GREER NELSON,ZELDA,D'KEN [SHI'AR],NAMORITA/NITA PRENTI,JARVIS, EDWIN ,COY, GENERAL NGUYEN ,WIZ KID/TAKESHI MATS,ADVERSARY,SUNFIRE/SHIRO YOSHID,MEANY,HERCULES [GREEK GOD],LIVING MONOLITH/AHME,O'BRIEN, MICHAEL,WORM,CHROME/,GHOST RIDER II/JOHNN,STARFOX/EROS,TEMPEST/GRANNZ,SUMMERS, NATHAN CHRI,THUNDERBIRD II/JAMES,ETERNITY/ADAM QADMON,BOX/ROGER BOCHS,ASTRA II,VISION ,ANT-MAN/DR. HENRY J.,STATIC,RICHARDS, FRANKLIN B,DESTINY II/IRENE ADL,ANGEL/WARREN KENNETH,ABOMINATION/EMIL BLO,LUPO,CHAMBER/JONOTHON STA,KRUEGER,HARKNESS, AGATHA,HUMAN TORCH/JOHNNY S,CYLLA II,TITANIA II/MARY SKEE,SILVER SURFER/NORRIN,KARMA/XI'AN COY MANH,TIGER SHARK/TODD ARL,BLACK WIDOW/NATASHA ,CARGIL/JOANNA CARGIL,PROJECTOR/,GEE/ALEX POWER,MERRYWEATHER, IRENE,MACTAGGERT, MOIRA KI,WEBSTER, NORM,N'ASTIRH,MOONDRAGON/HEATHER D,THUNDERBALL/DR. ELIO,IRON MAN V/TEEN TONY,KATH,RANSOME, JENNIFER AM,BARON STRUCKER/WOLFG,VOGHT, AMELIA,MR. FANTASTIC/REED R,BEYONDER,JAVITZ,SCALPHUNTER,CAPTAIN AMERICA,KLEINSTOCK, SVEN,PROVENZANO, PAULIE,KAMAL,POWER, DR. JIM,ELECTRO/MAX DILLON,MYSTIQUE/RAVEN DARKH,SUB-MARINER/NAMOR MA,PIPER,DR. STRANGE/STEPHEN ,PHOENIX III/RACHEL S,REYES, DR. CECELIA,BONEBREAKER/,KRAMER, STACEY,ZALADANE,ROBERTSON, MARTHA,HIGH EVOLUTIONARY/HE,FIZ [SKRULL],SENYAKA,MESMERO,RED SKULL/JOHANN SCH,ERIC THE RED II,PENANCE III,SPIDER-WOMAN II/JULI,KLEINSTOCK, HARLAN,SELENE,AHAB/RORY CAMPBELL,FIREFIST/RUSTY COLLI,COUNTERWEIGHT/JACK P"
MAGNOR,"MARSHALL, GRANT,CUMMINGS, DIANE,IT,DELAZNY, DORIAN"
MAGOG,"MAXWELL, DR. WILFRED,CRIMSON DYNAMO V/DIM,TALBOT, GLENN,ARABIAN KNIGHT/ABDUL,ROSS, GEN. THADDEUS ,GOG II,HULK/DR. ROBERT BRUC,JONES, RICHARD MILHO,DOC SAMSON/DR. LEONA"
MAINFRAME II,"SHATTERSTAR II/GAVEE,THUNDERBIRD II/JAMES,CAPTAIN AMERICA,SUMMERS, NATHAN CHRI,ZERO,THOR/DR. DONALD BLAK,BISHOP /,SIRYN/THERESA ROURKE,APOCALYPSE/EN SABAH ,CYCLOPS/SCOTT SUMMER,FONTAINE, CINDER,ANGEL/WARREN KENNETH,PSYLOCKE/ELISABETH B,MACTAGGERT, MOIRA KI,SCARLET WITCH/WANDA ,BLAQUESMITH,X-MAN/NATHAN GREY ,POLARIS/LORNA DANE,HARDRIVE,BEAST/HENRY &HANK& P,GAUNTLET,TUSK,PROFESSOR X/CHARLES ,SUMMERS, MADELYNE MA,STRYFE"
MAINFRAME/IAN WAJLER,"CHEN,HANSEN, BILLY,DEATHLOK III/MICHAEL,POWELL,JACOBS, BEN,CROSS, STANLEY,CRIPPLER/KARL STRIKL,RYKER, HARLAN,BADALAMENTE, JESUS"
MALAN Sometimes spel,"SUMMERS, NATHAN CHRI,CIRE, MANUEL,WALL/,AENTAROS,DOMINO III/BEATRICE/,MERRYWEATHER, IRENE,CIRE, EZRA,PRINCESS SANDELLA,CIRE, EYLA,SEMIJAN,CROSS, JASON,KRAMER, STACEY,KRIVEN,CYANIDE JANE,BLOCKADE/DEXTER PARI,GLEASON, KAREN,BLAQUESMITH,OXTON, PROFESSOR HEN,BRIDGE, GEORGE WASHI,BERGER, PROF.,HAMID, SHEIK,SHIRE, DR. RANDALL,KEY/"
MALEVOLENCE,"D'SPAYRE,NIGHTCRAWLER/KURT WA,SKARABROUS,MOLGOTHA,MEPHISTO,SIFFROR,UMAR"
MALICE II,"PAGE, KAREN,BLAZE, ROXANNE SIMPS,GHOST RIDER II/JOHNN,STUNT-MASTER/GEORGE"
MALICE IV,"TESSA,SABRETOOTH/VICTOR CR,MAGNETO/MAGNUS/ERIC ,BLOCKBUSTER III/MICH,SHADOWCAT/KATHERINE ,CYCLOPS/SCOTT SUMMER,WOLVERINE/LOGAN ,HAVOK/ALEX SUMMERS ,ADVERSARY,SCRAMBLER,SLAB/KRIS ANDERSON,BLACK KING/SEBASTIAN,MACTAGGERT, MOIRA KI,NAZE,STRONG GUY/GUIDO CAR,GREY, DR. JOHN,N'ASTIRH,MORRELL, SABRINA,WOLFSBANE/RAHNE SINC,DURAN, CONAL,MR. SINISTER/NATHAN ,ARCLIGHT/PHILLIPA SO,GREY, ELAINE,GATEWAY,STORM/ORORO MUNROE S,WHITE QUEEN/EMMA FRO,SCALPHUNTER,SUMMERS, NATHAN CHRI,GAZA,DAZZLER II/ALLISON B,SHIP,CALLISTO,MAGIK/ILLYANA RASPUT,HARPOON,VERTIGO II,ICEMAN/ROBERT BOBBY ,BONEBREAKER/,BARBARUS,ANGEL/WARREN KENNETH,ZALADANE,PSYLOCKE/ELISABETH B,COLOSSUS II/PETER RA,WHITEOUT,NIGHTCRAWLER/KURT WA,LONGSHOT,LOCKHEED,POLARIS/LORNA DANE,ROGUE /,BEAST/HENRY &HANK& P,SUMMERS, MADELYNE MA,SELENE,MARVEL GIRL/JEAN GRE,FRIEDLANDER, SHARON,LOCKLIN, BEN"
MAN-APE/M'BAKU,"DOORMAN,UNION JACK III/JOEY ,SCHOOLCRAFT, DR. DEN,OMORO,SHOCKWAVE/LANCASTER ,CHARCOAL/CHARLIE BUR,SHATTERFIST/,BLACK KNIGHT V/DANE ,THING/BENJAMIN J. GR,AKAFE,BAYMAX,ROGERS, GAYLE,JOLT/HALLIE TAKAHAMA,RAMONDA,BLACK TALON II/SAMUE,SCARLET WITCH/WANDA ,ULTRON,MAN-KILLER/KATRINA L,QUICKSILVER/PIETRO M,UNUS THE UNTOUCHABLE,DINAH-SOAR,FLYING TIGER,GILLISPIE, ANDREW AN,BEETLE ROBOT,TAKAHAMA, JANE,EEL II/EDWARD LAVELL,STOCKBRIDGE, DEANNA,JOYSTICK/JANICE,W'KABI,SCORCHER/,SLYDE,SWORDSMAN/JACQUES DU,WHEELER, M'KONI MARY,VISION ,NIGHT THRASHER/DUANE,ANT-MAN/DR. HENRY J.,MOONSTONE II/KARLA S,CARDINAL/CLEMDENON,ZOLA, ARNIM,ZURI,MUTANT MASTER,CYCLONE II/PIERRE FR,LIVING LASER/ARTHUR ,SUPERCHARGER/,DR. DOOM/VICTOR VON ,TIGER SHARK/TODD ARL,GRIM REAPER/ERIC WIL,BOOMERANG/FRED MYERS,NEKRA/ADRIENNE HATRO,CORD, EDWIN,VIBRAXAS/N'KANO,WATER WIZARD/PETE,NOVA/RICHARD RIDER,CRIMSON COWL II/,POWER MAN/ERIK JOSTE,IRON MAN/TONY STARK ,TAKAHAMA, ROBERT,DRAGONFLY/VERONICA D,OGRE,MALICE V/NAKIA,BLACKWING/JOSEPH MAN,SUNSPOT/ROBERTO DACO,LODESTONE/ANDREA,SUNSTROKE/,CAPTAIN AMERICA,BLACK PANTHER/T'CHAL,VANGUARD/NICOLAI KRY,THOR/DR. DONALD BLAK,SIRYN/THERESA ROURKE,MR. IMMORTAL,KLAW/ULYSSES KLAW,FLATMAN,SCREAMING MIMI/MELIS,LYNNE, MONICA,HARRIGAN, PATRICIA P,QUICKSAND,HAWK,CITIZEN V III/DALLAS"
MAN-BULL/BULL TAURUS,"NELSON, FRANKLIN FOG,PAGE, KAREN,OWL/LELAND OWLSLEY,TOWER, BLAKE,DAREDEVIL/MATT MURDO,MATADOR/MANUEL ELOGA,HULK/DR. ROBERT BRUC,GLENN, HEATHER,JONES, RICHARD MILHO"
MAN-SPIDER CLONE | M,MARVEL WOMAN | MUTAN
MANAT,"R'TEE,SINTARIIS,AVIOS,FAYRELYTE STRONGHEAR,KREDDICK,EGO,GLADIATOR II,NURO,BARTOS,FIZ [SKRULL],DIBDEB,ALBERIK,LILANDRA NERAMANI [S,PROFESSOR X/CHARLES ,BASALTAR,P'KAR,SPUNJE"
MANIPULATOR II,"LAMBERT, WILSON,CARPENTER, RACHEL,ARACHNE,DESTINY II/IRENE ADL"
MANITOU,"KARNAK [INHUMAN],TEZCATLIPOCA,SIF,ISAAC,NEBULA,SVAROG,SUB-MARINER/NAMOR MA,NAMORITA/NITA PRENTI,MEPHISTO,BLACK KNIGHT V/DANE ,WOLVERINE/LOGAN ,ITZAMNA,QUASAR III/WENDELL V"
MARAUDER,"IRON MAN/TONY STARK ,SPIDER-MAN/PETER PAR,HOGAN, VIRGINIA PEPP,COWEN, ELAINE,TOPAZ,CARRION,COWEN, BUCK,JARVIS, EDWIN ,HOGAN, HAROLD J. HAP,WATSON-PARKER, MARY ,WEREWOLF BY NIGHT/JA,WHITE TIGER/HECTOR A,THOMPSON, EUGENE FLA"
MARAUDER II,SILVER SURFER/NORRIN
"MARLOWE, STEVE JR.","GERASI, DON MARIO,MARLOWE, STEVE,TOMBSTONE/LONNIE THO,SPIDER-MAN CLONE/BEN,SOMERS, KATHY,BARBAROSSA, VINNIE,BARBAROSSA, MARIO,GERASI, JOEY"
"MARRS, DESMOND","KNIGHT, MISTY,KA-ZAR/KEVIN PLUNDER,MEACHUM, JOY,ALEXANDER, CALEB,FIRESTAR/ANGELICA JO,SPITFIRE/LADY JACQUE,PLANTMAN/SAM SMITHER,NAMORITA/NITA PRENTI,WALKER, SHERIFF CHAN,GRIFFIN II/JOHNNY HO,IRON MAN/TONY STARK ,MEACHUM, WARD,PUNISHER II/FRANK CA,MARRS(-PAYNE), PHOEB,IRON FIST/DANIEL RAN,PAYNE, MICHAEL,MR. FANTASTIC/REED R,IRON MAN IV/JAMES R.,CAPTAIN AMERICA,VASHTI,NIGHT THRASHER/DUANE,ALEXANDER, CARRIE,SUB-MARINER/NAMOR MA,INVISIBLE WOMAN/SUE ,DEWITT, KEARSON,WALKER, TESS,HSU, CHEN,TENELLE,SLUJ,HUMAN TORCH ANDROID/,WING, COLLEEN,SHALAK,SUPER SKRULL/KL'RT,LIVING LASER/ARTHUR ,MANDARIN,ZABU,SHANNA/SHANNA O'HARA,HEADHUNTER/,PAYNE, EDWARD"
"MARSHALL, GRANT","SIMON, FELIX,CUMMINGS, DIANE,IT,MAGNOR,DELAZNY, DORIAN,O'BRYAN, BOB"
MARTHA,"OSBORN, NORMIE,SOLO/,HOCHBERG, ROGER,WATSON, KRISTY,PARKER, MAY,JARVIS, EDWIN ,GRANT, GLORIA GLORY,CUSHING, KATE,SCARLET WITCH/WANDA ,MERCADO, JOY,CANTOR, VERA,LOBO, EDUARDO,CHANG, DR. PHILLIP,LUBENSKI, NATE,CAPTAIN AMERICA,SPIDER-MAN/PETER PAR,UATU,JAMESON, J. JONAH,SOPHIE,ROBERTSON, JOE,PALERMO, VICTOR,BLACK CAT/FELICIA HA,HOBGOBLIN V/JASON PH,WATSON-PARKER, MARY ,STILT-MAN/WILBUR DAY,OSBORN, LIZ ALLAN,HOPKINS, STEVE,CHEKOV, ARTHUR ANTON,URICH, BEN,BEAST/HENRY &HANK& P,LEEDS, BETTY BRANT,MARTINELLI, VINCENT ,PALERMO, HARRIET ROS,DEWOLFF, JEAN,MUGGINS, MAMIE,OSBORN, HARRY,KINGPIN/WILSON FISK"
"MARTINELLI, VINCENT","STANE, OBADIAH,FIREBRAND/GARY GILBE,ARBOGAST, BAMBI,ERWIN, MORLEY,SITWELL, JASPER,PARKER, MAY,WHIPLASH/MARK SCARLO,HOGAN, HAROLD J. HAP,IRON MAN/TONY STARK ,HOGAN, VIRGINIA PEPP,PUNISHER II/FRANK CA,LANG, CASSANDRA CASS,MR. FANTASTIC/REED R,SONDHEIM, ERICA,LUBENSKI, NATE,IRON MAN IV/JAMES R.,CABE, BETHANY,ANT-MAN II/SCOTT HAR,CAPTAIN AMERICA,FURY, COL. NICHOLAS ,BLACK MAMBA/TANYA SE,ELECTRO/MAX DILLON,GONZALEZ, RAYMOND,BRADLEY, JESSICA,LETTERMAN, DAVID,ANACONDA/BLANCHE SIT,MOOMJI, INDRIES,STILT-MAN/WILBUR DAY,MICROCHIP/LINUS LIEB,DAREDEVIL/MATT MURDO,HUMAN TORCH/JOHNNY S,CHEKOV, ARTHUR ANTON,PALERMO, HARRIET ROS,ERWIN, CLYTEMNESTRA,MAGMA II/JONATHAN DA"
"MARTINEZ, CARMELLO","CAPTAIN AMERICA,CHORD, ANDREW,STAPLES, EDNA M. GRA,NIGHT THRASHER/DUANE,O'BRIEN, MICHAEL,CARTER, PEGGY,HATE-MONGER V,RAGE/ELVIN DARYL HAL,ISLEY, LYNN,FALCON/SAM WILSON"
"MARTINEZ, ISADORA","STRUCKER, ANDREA,MODOK/GEORGE TARLETO,GOLDFIRE/AMEIKO SABU,CHARCOAL/CHARLIE BUR,NOMAD III/JACK MONRO,SUB-MARINER/NAMOR MA,NUKLO/ROBERT FRANK J,POWER MAN/ERIK JOSTE,DYNA-MITE/ROGER AUBR,MAN-KILLER/KATRINA L,BUCKY II/FRED DAVIS,STERMAN, ANDREA ANDI,ATTUMA,DIAMONDBACK II/RACHE,CARTER, SHARON,BRIDGE, GEORGE WASHI,TOPSPIN/DARREN MITCH,STRUCKER, ANDREAS,CITIZEN V II/HELMUT ,SILVER SCORPION/ELIS"
