hero,connection
"LUMLEY, JUDY","THORSON, DR. WALTER,SPIDER-MAN/PETER PAR,OVERRIDE/DR. GREGORY,JAMESON, J. JONAH,URICH, BEN,KWAN, TERRY,ICEMAN/ROBERT BOBBY ,LEEDS, BETTY BRANT,DOLMAN,WATSON-PARKER, MARY ,THOMPSON, EUGENE FLA,MAXWELL, MORRIS"
LUMP,"FURY, COL. NICHOLAS ,NEVILLE, KATE,DUGAN, TIMOTHY ALOYI,MAD DOG/COLONEL BUZZ,MADAME HYDRA VI,NETWORK NINA,PIERCE, ALEXANDER GO,PSI-BORG/,YELLOW CLAW/TZING JA,DEATH'S HEAD,LEVIATHAN IV,MACKENZIE, AL,DE LA FONTAINE, CONT,MR. FANTASTIC/REED R"
LYJA LAZERFIST [SKRU,"KA-ZAR/KEVIN PLUNDER,CAT KING,GIGANTUS,AHURA,BLACK KNIGHT V/DANE ,ARON [WATCHER],MORGAN, JERROLD JERR,THING/BENJAMIN J. GR,WOLVERINE/LOGAN ,HAVOK/ALEX SUMMERS ,NEBULO,LEE, STAN,SCARLET WITCH/WANDA ,QUICKSILVER/PIETRO M,WIZARD/BENTLEY WITTM,ULTRON,GHOST RIDER III/DAN ,COLLECTOR/TANELEER T,MAXIMUS [INHUMAN],COMET MAN/DR. STEPHE,GRAVITON/FRANK HALL,ANT-MAN II/SCOTT HAR,DIABLO/ESTEBAN DE AB,UATU,DAZZLER II/ALLISON B,BLACK BOLT/BLACKANTO,KARGUL,MEDUSA/MEDUSALITH AM,NIGHT THRASHER/DUANE,NOVA DOPPELGANGER II,STONE, LT. MARCUS,MALICE III,INVISIBLE WOMAN/SUE ,MASTER PANDEMONIUM/M,PULSSUS,RASSITANO, MAD DOG,SASQUATCH DOPPELGANG,THANOS DOPPELGANGER,NOVA II/FRANKIE RAYE,CONSTRICTOR/FRANK PA,NIGHTCRAWLER/KURT WA,LONGSHOT,ROGUE /,MASTERS, ALICIA REIS,DR. DOOM/VICTOR VON ,WONDER MAN/SIMON WIL,HULK DOPPELGANGER II,NAGAN, DR. ARTHUR,HYPERSTORM,ATOR, GENERAL,MAGUS,MAGNETO/MAGNUS/ERIC ,CRYSTAL [INHUMAN],RAVONNA LEXUS RENSLA,CYCLOPS/SCOTT SUMMER,STALLIOR,VIBRAXAS/N'KANO,THUNDERSTRIKE/ERIC K,DR. OCTOPUS/OTTO OCT,LANG, CASSANDRA CASS,EBONY,MEPHISTO,STONE, MEG,BLOOD WRAITH/SEAN DO,SPEEDBALL/ROBBIE BAL,STORM/ORORO MUNROE S,RUIZ, RIGGER,SHAPER OF WORLDS,HUNTARA/MARY ELIZABE,THOR/DR. DONALD BLAK,DARK BEAST/HENRY MCC,KLAW/ULYSSES KLAW,WATSON-PARKER, MARY ,MOONDRAGON DOPPELGAN,STORM DOPPELGANGER I,COLOSSUS II DOPPELGA,CAPTAIN AMERICA DOPP,CAGE, LUKE/CARL LUCA,COLOSSUS II/PETER RA,LE FEY, MORGAN,ROSELLINI, ROBERTA,LOCKHEED,SUAREZ, RAPHAEL,MARVEL GIRL/JEAN GRE,ARCADIUS,SHE-HULK/JENNIFER WA,QUASAR III/WENDELL V,LUMPKIN, WILLIAM WIL,HATE-MONGER IV,JUSTICE II/VANCE AST,TIGRA/GREER NELSON,GORGON [INHUMAN],DARK RAIDER,TERMINUS,FIRESTAR/ANGELICA JO,SHADOWCAT/KATHERINE ,PAIBOK, CAPT. [SKRUL,NAMORITA/NITA PRENTI,THINKER,DEVOS THE DEVESTATOR,JARVIS, EDWIN ,VISION DOPPELGANGER ,EXECUTIONER II/SKURG,HERCULES [GREEK GOD],THING DOPPELGANGER I,STRONG GUY/GUIDO CAR,BLASTAAR,SAPPHIRAS,POWER, MARGARET,ALVAREZ, PAUL,VOLCANA/MARSHA ROSEN,IRON FIST/DANIEL RAN,EELAK,MARVEL GIRL DOPPELGA,FIELSTEIN, FIREWORKS,KARNAK [INHUMAN],PIP/PRINCE GOFERN,SPIDER-MAN/PETER PAR,DR. DRUID/ANTHONY LU,VISION ,MOLECULE MAN/OWEN RE,ANT-MAN/DR. HENRY J.,PSYCHO-MAN,WINGFOOT, WYATT,SASQUATCH/WALTER LAN,ALEXANDER, CARRIE,RICHARDS, FRANKLIN B,MS. MARVEL II/SHARON,ANGEL/WARREN KENNETH,TRAPSTER/PETER PETRU,CLOONEY, DR.,LEONUS/LIONUS [INHUM,SNOWBIRD/NARYA/ANNE ,HOPKINS, STEVE,CYNAS,HARKNESS, AGATHA,HUMAN TORCH/JOHNNY S,SHOCKER/HERMAN SCHUL,PUPPET MASTER/PHILLI,QUASAR DOPPELGANGER ,PROFESSOR X/CHARLES ,RICHARDS, NATHANIEL,LUNA/LUNA MAXIMOFF [,TITANIA II/MARY SKEE,SILVER SURFER/NORRIN,LLYRON,BEETLE/ABNER RONALD ,GAMORA,GEE/ALEX POWER,WATSON, KRISTY,OMEGA II,SPIDER-MAN CLONE/BEN,PARKER, MAY,ROBESON, PROFESSOR K,NOVA/RICHARD RIDER,O'NEIL, BRIDGET,MOLE MAN/HARVEY RUPE,MICO, RODOLFO,IRON MAN/TONY STARK ,MOONDRAGON/HEATHER D,ANGEL DOPPELGANGER,MARGOYLE,HULK/DR. ROBERT BRUC,MR. FANTASTIC/REED R,THOR III DOPPELGANGE,BEYONDER,GLABOO,MORBIUS/DR. MICHAEL ,CAPTAIN AMERICA,HUDSON, HEATHER,BLACK PANTHER/T'CHAL,GALACTUS/GALAN,POWER, DR. JIM,DRAGON MAN,WONG,ROOTAR,SUB-MARINER/NAMOR MA,DR. STRANGE/STEPHEN ,TRITON,MANTIS/? BRANDT,KRISTOFF/KRISTOFF VE,PSYLOCKE/ELISABETH B,MR. FANTASTIC DOPPEL,KUBIK,ZARRKO, ARTHUR,BLIZZARD/PROF. GREGO,RAPTOR II/PROFESSOR ,FURGAR,THANOS,DRAX/ARTHUR DOUGLAS,PSI-LORD/FRANKLIN BE,DAREDEVIL/MATT MURDO,WARLOCK II/ADAM WARL,DEVLOR,TARGON,LOCKJAW [INHUMAN],HYDROMAN/MORRIE BENC"
M,"STRUCKER, ANDREA,BAILEY, SARA GREY,SKIN/ANGELO ESPINOSA,SABRETOOTH/VICTOR CR,LANIEGE, BIANCA,GUTHRIE, JOELLE,BISHOP /,THOMAS, IDA,THING/BENJAMIN J. GR,MASTER MOLD II,WOLVERINE/LOGAN ,BLACK TOM CASSIDY,TORES,WRAP,ORPHAN-MAKER/PETER,MARROW/SARAH ,FATALE/PAMELA GREENW,DARIA,MISTY/VINCENTE,ST. CROIX, NICOLE,TRASK,EDGERTON, GAYLE,WHITE QUEEN/EMMA FRO,GAMBONNO, LUIGI,PENANCE/MONET ST. CR,THUNDERBIRD II/JAMES,GAIA,SINGH, DR.,THRENODY,CALLISTO,D.O.A.,BRAINY,RICHARDS, FRANKLIN B,MUNSON,SPIKEY,CHAMBER/JONOTHON STA,NETTLES,HUMAN TORCH/JOHNNY S,STINKY,HUSK/PAIGE GUTHRIE,LEECH,HOWARD THE DUCK,NANNY II,PROFESSOR X/CHARLES ,MURMUR/,GUTHRIE, LUCINDA,THOMAS, DR. STAN,WINDY,D'SPAYRE,AUTHIER, TRACY TRACE,VINCENTE/,FROST, CORDELIA,CYCLOPS/SCOTT SUMMER,CHAMBLISS,O'DONNELL, EAMON,BLACK KING/SEBASTIAN,MACTAGGERT, MOIRA KI,MONDO II,MADDICKS, ARTHUR ART,BRAWN, TRISTAN,GATEWAY,STORM/ORORO MUNROE S,GAMBONNO, ERNESTO,BRUTO THE STRONGMAN/,SYNCH/EVERETT THOMAS,BULWARK/,ICEMAN/ROBERT BOBBY ,BANSHEE/SEAN CASSIDY,DARK BEAST/HENRY MCC,TANA NILE,GREASY,CANNONBALL/JACK PULV,HEMINGWAY,PIERCE, DONALD,GIL,WARPY,PRINCESS PYTHON/ZELD,SWITZLER, BEVERLY,ST. CROIX, CLAUDETTE,BOOMER/TABITHA SMITH,EMPLATE/MARIUS ST. C,FROST, ADRIENNE,RINGMASTER/MAYNARD T,CLOWN/CRAFTY ELIOT F,AUTHIER, POLICE CHIE,GUTHRIE, JOSH,BEAST/HENRY &HANK& P,JUBILEE/JUBILATION L,BLURRY,MARVEL GIRL/JEAN GRE,LANG, DR. STEVEN"
M'KAMBA,"BLACK PANTHER/T'CHAL,ITOBU, DR. JOSHUA,MERRYWEATHER, IRENE"
MAGMA/AMARA AQUILLA/,"BRIGHTWIND,CAPTAIN MARVEL II/MO,KULAN GATH,MANH, COY NGA,SIKORSKY,WOLVERINE/LOGAN ,MASTER MOLD II,THING/BENJAMIN J. GR,EMPATH/MANUEL ALFONS,SHAMAN/MICHAEL TWOYO,RAZA LONGKNIFE,SCARLET WITCH/WANDA ,S'YM,ABSORBING MAN/CARL C,WIZARD/BENTLEY WITTM,BIRDBRAIN,DURAN, CONAL,JETSTREAM/HAROUD IBN,LILANDRA NERAMANI [S,CORSI, TOM,CH'OD,HALLER, GABRIELLE,WHITE QUEEN/EMMA FRO,KING BEDLAM/CHRISTOP,DAZZLER II/ALLISON B,CALLISTO,LEEDS, NED,INVISIBLE WOMAN/SUE ,BUTCH,DEMON BEAR,CATSEYE/SHARON SMITH,BALDER [ASGARDIAN],WRECKER III/DIRK GAR,NIGHTCRAWLER/KURT WA,LONGSHOT,SIMONSON, LOUISE,ROGUE /,DAYTRIPPER/AMANDA SE,HUSK/PAIGE GUTHRIE,WONDER MAN/SIMON WIL,FRIEDLANDER, SHARON,MOJO,RASPUTIN, MIKHAIL,CR'REEE,ARES [GREEK GOD],ENCHANTRESS/AMORA/HE,TESSA,MAGNETO/MAGNUS/ERIC ,HOGUN [ASGARDIAN],LOKI [ASGARDIAN],CYCLOPS/SCOTT SUMMER,BARON MORDO/KARL MOR,WASP/JANET VAN DYNE ,MEGGAN,BLACK KING/SEBASTIAN,CORSAIR,DR. OCTOPUS/OTTO OCT,WOLFSBANE/RAHNE SINC,CHENEY, LILA,CANNONBALL II/SAM GU,SUNDER,CAPTAIN BRITAIN/BRIA,SUNSPOT/ROBERTO DACO,MEPHISTO,STORM/ORORO MUNROE S,HRIMHARI,MANH, COY LEONG XUI,AXE/,MAM'SELLE HEPZIBAH,BEDLAM/JESSE AARONSO,MAGIK/ILLYANA RASPUT,CYPHER/DOUG RAMSEY,THOR/DR. DONALD BLAK,DOMINO III/BEATRICE/,ALFY,CAGE, LUKE/CARL LUCA,COLOSSUS II/PETER RA,VOLSTAGG,BOOMER/TABITHA SMITH,LOCKHEED,CALIBAN/,HAWK,BINARY/CAROL DANVERS,FIREBIRD/BONITA JUAR,FANDRAL [ASGARDIAN],SHE-HULK/JENNIFER WA,STRUCKER, ANDREA,TIGRA/GREER NELSON,FIRESTAR/ANGELICA JO,SHADOWCAT/KATHERINE ,SHADOW KING/AMAHL FA,SPIRAL,JARVIS, EDWIN ,MIRAGE II/DANIELLE M,PARADIGM,ENTITY,EXECUTIONER II/SKURG,HERCULES [GREEK GOD],VIPER II,SILVER SAMURAI/KENYU,VOLCANA/MARSHA ROSEN,LELAND, HARRY,STARFOX/EROS,HUNTER, STEVIE,THUNDERBIRD II/JAMES,SPIDER-MAN/PETER PAR,KALE, JENNIFER,ETERNITY/ADAM QADMON,BOX/ROGER BOCHS,VISION ,EITRI,MOLECULE MAN/OWEN RE,MAJOR DOMO,DARLA,MS. MARVEL II/SHARON,TAROT/MARIE-ANGE COL,DANVILLE, SEN. OWEN,ABOMINATION/EMIL BLO,JUGGERNAUT/CAIN MARK,KARNILLA [ASGARDIAN],PROFESSOR X/CHARLES ,LANE, LOIS,SAUNDERS, DABNEY,TITANIA II/MARY SKEE,SILVER SURFER/NORRIN,KARMA/XI'AN COY MANH,GREENSONG,ARMAGEDDON MAN,PUCK/EUGENE MILTON J,MACTAGGERT, MOIRA KI,IRON MAN/TONY STARK ,FORRESTER, CAPT. ALE,MAGUS II,HULK/DR. ROBERT BRUC,HYBRID/JAMES JIMMY M,BEYONDER,WARLOCK III,VULTURE/ADRIAN TOOME,CAPTAIN AMERICA,ROULETTE II/JENNY ST,ELECTRO/MAX DILLON,IRON FIST H'YLTHRI I,DR. STRANGE/STEPHEN ,PHOENIX III/RACHEL S,BANSHEE/SEAN CASSIDY,PSYLOCKE/ELISABETH B,MULTIPLE MAN/JAMES A,KENT, CLARK,HELA [ASGARDIAN],SMITH, WANDA JO BIAL,SUMMERS, MADELYNE MA,SELENE,HAROKIN [ASGARDIAN],HODGE, CAMERON"
MAGNIR,"HEIMDALL [ASGARDIAN],SIF,GAMBONNO, ERNESTO,HOGUN [ASGARDIAN],LOKI [ASGARDIAN],O'NEILL, DET. BRADY,BRONA,THOR/DR. DONALD BLAK,ENRAKT,FAIRMONT, HANNAH,TARAKIS,MANGOG,COLLINS, DEMITRIUS,ODIN [ASGARDIAN],CANNONBALL/JACK PULV,KINCAID, DR. JANE FO,BALDER [ASGARDIAN],VOLSTAGG,SCARLET WITCH/WANDA ,CERANDA,FANDRAL [ASGARDIAN],ULIK"
MAGOG II,"KELLY, SEN. ROBERT E,ROGUE /,BISHOP /,JOSEPH,MARVEL GIRL/JEAN GRE,PSYLOCKE/ELISABETH B,GOG III"
"MAGRUDER, ALLIE","UNION JACK III/JOEY ,USAGENT/CAPTAIN JOHN,PIKE, FRISCO,COOPER, DR. VALERIE,WASP/JANET VAN DYNE ,NOVA/RICHARD RIDER,IRON MAN/TONY STARK ,HERCULES [GREEK GOD],BETA RAY BILL,NURO,PUNISHER II/FRANK CA,MOONDRAGON/HEATHER D,VRIES, KALI,SILVERCLAW/LA GARRA ,VOSTOK,TRIATHLON/DELROY GAR,STARFOX/EROS,HULK/DR. ROBERT BRUC,TEN FOR,MR. FANTASTIC/REED R,ST. THOMAS, JULES,SPEEDBALL/ROBBIE BAL,AVIOS,CAPTAIN AMERICA,FAYRELYTE STRONGHEAR,SPIDER-MAN/PETER PAR,BLACK PANTHER/T'CHAL,GAMBIT/REMY LEBEAU ,VISION ,BLOOD BROTHERS,SZARDOS, MARGALI,THOR/DR. DONALD BLAK,DARKSTAR/LAYNIA SERG,EGO,THUNDERBIRD III/NEAL,JACK OF HEARTS/JACK ,COLOSSUS II/PETER RA,HARKNESS, AGATHA,ROGUE /,WONDER MAN/SIMON WIL,PROFESSOR X/CHARLES ,WARKOVSKY, SEN.,SILVER SURFER/NORRIN,SUPREME INTELLIGENCE,SHE-HULK/JENNIFER WA,QUASAR III/WENDELL V"
MAJESTON ZELIA,"FAIRMONT, AMANDA MAN,SIF,VIZIER,LONKARR,HOGUN [ASGARDIAN],O'NEILL, DET. BRADY,THOR/DR. DONALD BLAK,FAIRMONT, HANNAH,PERRIKUS,PARKER, MAY,COLLINS, DEMITRIUS,ODIN [ASGARDIAN],TSERRON,KINCAID, DR. JANE FO,BALDER [ASGARDIAN],TOKKOTS,HERCULES [GREEK GOD],VOLSTAGG,ADVA,HESCAMAR/MARNOT [ASG,ORIKAL,DESTROYER III,REPLICUS,SLOTOTH,FANDRAL [ASGARDIAN]"
MALICE,"KILLMONGER, ERIC/N'J,BLACK PANTHER/T'CHAL,LYNNE, MONICA,BARON MACABRE/,LORD KARNAJ,VENOMM"
MALICE III,"DARK RAIDER,MAGUS,GAMORA,DEVOS THE DEVESTATOR,CYCLOPS/SCOTT SUMMER,ARON [WATCHER],THING/BENJAMIN J. GR,VIBRAXAS/N'KANO,HAVOK/ALEX SUMMERS ,VISION DOPPELGANGER ,HERCULES [GREEK GOD],THING DOPPELGANGER I,STRONG GUY/GUIDO CAR,SCARLET WITCH/WANDA ,HULK/DR. ROBERT BRUC,MR. FANTASTIC/REED R,LORD CHAOS,ANT-MAN II/SCOTT HAR,HUDSON, HEATHER,LYJA LAZERFIST [SKRU,BLACK PANTHER/T'CHAL,GALACTUS/GALAN,SUB-MARINER/NAMOR MA,INVISIBLE WOMAN/SUE ,DR. STRANGE/STEPHEN ,ASTRONOMER,MS. MARVEL II/SHARON,MASTER ORDER,TRADER,ANGEL/WARREN KENNETH,COLOSSUS II DOPPELGA,TRAPSTER/PETER PETRU,DRAX/ARTHUR DOUGLAS,HUMAN TORCH/JOHNNY S,ROGUE /,SUAREZ, RAPHAEL,WONDER MAN/SIMON WIL,PUPPET MASTER/PHILLI,DR. DOOM/VICTOR VON ,PROFESSOR X/CHARLES ,MARVEL GIRL/JEAN GRE,SILVER SURFER/NORRIN,QUASAR III/WENDELL V"
MALICE V/NAKIA,"JUSTICE II/VANCE AST,OMORO,THING/BENJAMIN J. GR,AKAFE,MCKENZIE, LYDIA,POTTER, BETSY BEATTY,RAMOS, MANUEL,LEE, STAN,RAMONDA,SCARLET WITCH/WANDA ,SHARPE, ROSALINDE,WHITE WOLF/HUNTER,ROSS, EVERETT KENNET,GLADIATOR/MELVIN POT,LAMY, KELLY,EVERETT, BILL,VINCENT, DANNY,TAYLOR, JACK,MCPHAIL, NATALIE,RALF,EIGHTBALL,W'KABI,SPIDER-MAN/PETER PAR,KRAVEN THE HUNTER II,WHEELER, M'KONI MARY,DARLA,INVISIBLE WOMAN/SUE ,D'WON,BUTCH,QUEEN DIVINE JUSTICE,RICHARDS, FRANKLIN B,QUINN, ASHLEY,SMITH, KEVIN,ADAMS, NICOLE NIKKI,ZURI,HUMAN TORCH/JOHNNY S,CLINTON, BILL,NORTH, DAKOTA,BLAKE, BECKY,URICH, BEN,MAN-APE/M'BAKU,BLACK WIDOW/NATASHA ,QUESADA, JOE,DEADPOOL/JACK/WADE W,VIBRAXAS/N'KANO,OKOYE,NELSON, CANDACE,IRON MAN/TONY STARK ,MEPHISTO,MR. FANTASTIC/REED R,ACHEBE, REVEREND DOC,PAGE, KAREN,CAPTAIN AMERICA,RICHMOND, DELROY,BLACK PANTHER/T'CHAL,GAPON, DZHOKHAR,DAKESIAN, NANCI,X-RAY II/,DR. STRANGE/STEPHEN ,WATSON-PARKER, MARY ,PALMIOTTI, JIMMY,NELSON, FRANKLIN FOG,LYNNE, MONICA,OSBORN, LIZ ALLAN,RAKIM, SEN. KAMAL,DAREDEVIL/MATT MURDO,MARTINEZ, ALITHA,MYSTERIO/QUENTIN BEC,HYDROMAN/MORRIE BENC,MILLER, FRANK"
MALTESE,"PAGE, KAREN,DUGAN, TIMOTHY ALOYI,JAMESON, J. JONAH,SCOTT, PETER,HOYT, TONY,CALKIN, SUSAN,TYPHOID MARY/MARY ME,SENNET, PAMELA,HARRIS, CHRISTINE,IZANAMI,NELSON, FRANKLIN FOG,STONE,GHOST RIDER III/DAN ,DAREDEVIL/MATT MURDO,CASS, LARRY MAD DOG,SABINI, JERRY THE WH,JONIN,URICH, BEN,TULLY, DEREK,STRANG, COL./LT. GAR,BARON STRUCKER/WOLFG,KINGPIN/WILSON FISK"
MAN-SPIDER | MUTANT,"BLOODSTORM | MUTANT ,ROGUE | MUTANT X-VER,DR. DOOM | MUTANT X-,PROFESSOR X | MUTANT,HAVOK/ALEX SUMMERS ,SERSI | MUTANT X-VER,KARNAK | MUTANT X-VE,ICE-MAN | MUTANT X-V,VOLSTAGG | MUTANT X-,MEDUSA | MUTANT X-VE,DRAX | MUTANT X-VERS,STORM, JOHNNY | MUTA,DR. STRANGE | MUTANT,POLARIS | MUTANT X-V,HULK | MUTANT X-VERS,BULLSEYE | MUTANT X-,BRUTE | MUTANT X-VER,UATU | MUTANT X-VERS,TRITON | MUTANT X-VE,IKARIS | MUTANT X-VE,MARVEL WOMAN | MUTAN,COLOSSUS II | MUTANT,SUMMERS, SCOTT III |,DAREDEVIL | MUTANT X,FIN FANG FOOM | MUTA,STACY, GWEN | MUTANT,WOLVERINE | MUTANT X,SELENE | MUTANT X-VE,NIGHTCRAWLER | MUTAN,RICHARDS, REED | MUT,GRIMM, BEN | MUTANT ,MOON KNIGHT | MUTANT"
MANTA,"TEMPEST/GRANNZ,CAPTAIN AMERICA,ATLAS,CYCLOPS/SCOTT SUMMER,GLADIATOR II,WOLVERINE/LOGAN ,ANGEL/WARREN KENNETH,KORATH THE PURSUER,SCANNER/SKERA,MINERVA [KREE],IRON MAN/TONY STARK ,ORACLE/LADY SIBYL,NIGHTCRAWLER/KURT WA,STARBOLT,ARAKI [SHI'AR],BEL-DANN, GEN.,BEAST/HENRY &HANK& P,PROFESSOR X/CHARLES ,WARSTAR,HAWK,SUPREME INTELLIGENCE,BALLANTINE, KAYLA,QUASAR III/WENDELL V"
MARISTA,MEDUSA/MEDUSALITH AM
MARKED MAN,DAGGER/TANDY BOWEN
"MARKO, KURT","PROSH,MAGNETO/MAGNUS/ERIC ,JUGGERNAUT/CAIN MARK,ASTRA II,MYSTIQUE/RAVEN DARKH,RYKING, ALEXANDER,CYCLOPS/SCOTT SUMMER,ICEMAN/ROBERT BOBBY ,MUELLER, AMANDA,TOAD/MORTIMER TOYNBE,DESTINY II/IRENE ADL,MARVEL GIRL/JEAN GRE,ANGEL/WARREN KENNETH"
"MARKS, DR. SHIELA",HULK/DR. ROBERT BRUC
"MARRS(-PAYNE), PHOEB","LEI KUNG, THE THUNDE,KA-ZAR/KEVIN PLUNDER,JUSTICE II/VANCE AST,ALEXANDER, CALEB,FIRESTAR/ANGELICA JO,SPITFIRE/LADY JACQUE,PLANTMAN/SAM SMITHER,LIGHTSPEED/JULIE POW,NAMORITA/NITA PRENTI,SSSESTHUGAR,GRIFFIN II/JOHNNY HO,WOLVERINE/LOGAN ,PUNISHER II/FRANK CA,PAYNE, MICHAEL,IRON FIST/DANIEL RAN,IRON MAN IV/JAMES R.,VASHTI,NIGHT THRASHER/DUANE,ALEXANDER, CARRIE,INVISIBLE WOMAN/SUE ,DEWITT, KEARSON,MASTER MAN/WILHELM L,HSU, CHEN,TENELLE,MARRS, DESMOND,HUMAN TORCH ANDROID/,SPEEDBALL II/DARRION,MASTER KHAN/TYRONE K,NAMORA/AQUARIA NAUTI,SUPER SKRULL/KL'RT,LIVING LASER/ARTHUR ,SHANNA/SHANNA O'HARA,RAGE/ELVIN DARYL HAL,LLYRA/LLYRA MORRIS,KNIGHT, MISTY,MEACHUM, JOY,TURBO II (A)/MICHIKO,GEE/ALEX POWER,HINDSIGHT LAD/CARLTO,WALKER, SHERIFF CHAN,NOVA/RICHARD RIDER,ANDROMEDA/ANDROMEDA ,KRAUS, DR. FREIDERIC,IRON MAN/TONY STARK ,MEACHUM, WARD,BLACK MORAY,MCKENZIE, LEON,MR. FANTASTIC/REED R,CAPTAIN AMERICA,VYREK,SUB-MARINER/NAMOR MA,WALKER, TESS,TRITON,SLUJ,WING, COLLEEN,FIN FANG FOOM/MIDGAR,ZABU,MANDARIN,PAYNE, EDWARD,HEADHUNTER/"
"MARTIN, ASHLEY","KA-ZAR/KEVIN PLUNDER,MAGNETO/MAGNUS/ERIC ,GORGON [INHUMAN],IKARIS/IKE HARRIS [E,CYCLOPS/SCOTT SUMMER,BLOB/FRED J. DUKES,STUART, DR.,HAVOK/ALEX SUMMERS ,SOUTHERN, CANDY,PIXIE/ [ETERNAL],MOLE MAN/HARVEY RUPE,UNUS THE UNTOUCHABLE,WORTHINGTON, KATHRYN,MR. FANTASTIC/REED R,AMPHIBIUS,SAURON/DR. KARL LYKO,KARNAK [INHUMAN],YETI,MASTERMIND/JASON WYN,SUB-MARINER/NAMOR MA,ICEMAN/ROBERT BOBBY ,ANGEL/WARREN KENNETH,MARTIN, TERI,AVIA,KRUEGER,POLARIS/LORNA DANE,BEAST/HENRY &HANK& P,PROFESSOR X/CHARLES ,MARVEL GIRL/JEAN GRE,RAPUNZEL"
"MASON, WANDA","CRITIC,SHIP,INVISIBLE WOMAN/SUE ,MASON, LOUISE,MR. FANTASTIC/REED R,SILVER SURFER/NORRIN,CAPTAIN RECTITUDE,SHE-HULK/JENNIFER WA"
MASQUE,"BAILEY, SARA GREY,SABRETOOTH/VICTOR CR,REESE, MURRAY,SHADOWCAT/KATHERINE ,COPYCAT/VANESSA,YASHIDA, MARIKO,LIGHTSPEED/JULIE POW,SHADOW KING/AMAHL FA,SUMO,SPIRAL,WOLVERINE/LOGAN ,LADY DEATHSTRIKE/YUR,FAMINE/AUTUMN ROLFSO,APE/,NAZE,STRONG GUY/GUIDO CAR,GIDEON,HUNTER IN DARKNESS,TOAD/MORTIMER TOYNBE,SAURON/DR. KARL LYKO,HUMP/,SHATTERSTAR II/GAVEE,SUMMERS, NATHAN CHRI,THUNDERBIRD II/JAMES,CALLISTO,SKIDS/SALLY BLEVINS,APOCALYPSE/EN SABAH ,FORGE,DESTINY II/IRENE ADL,ANGEL/WARREN KENNETH,THORNN II/LUCIA CALL,ERG,TEMPO,NIGHTCRAWLER/KURT WA,LEGION II/DAVID HALL,SAUL,TOLLIVER,LEECH,PLAGUE,FRIEDLANDER, SHARON,WEAPON X II/GARRISON,ELSIE DEE,COLE, WADE,ZERO,GEE/ALEX POWER,DEADPOOL/JACK/WADE W,PYRO/ALLERDYCE JOHNN,TARBABY,CYCLOPS/SCOTT SUMMER,BLOB/FRED J. DUKES,WILDSIDE,BEAUTIFUL DREAMER,COOPER, DR. VALERIE,FERAL/MARIA CALLASAN,BRUTE II/,MACTAGGERT, MOIRA KI,ABSALOM,KAMIKAZE,MADDICKS, ARTHUR ART,CANNONBALL II/SAM GU,RICTOR/JULIO ESTEBAN,SUNDER,PETRIE, JUDGE RICHAR,SUNSPOT/ROBERTO DACO,BURKE,STROBE/,WARLOCK III,WAR/ABRAHAM LINCOLN ,PIPELINE/CORMICK GRI,ANNALEE,BEALE, ERIC,SIRYN/THERESA ROURKE,PIPER,ICEMAN/ROBERT BOBBY ,BANSHEE/SEAN CASSIDY,VANISHER,PRETTY BOY,BONEBREAKER/,CLARKE, GENERAL JERE,PIERCE, DONALD,STANACHEK, FREDDIE,COLOSSUS II/PETER RA,NICODEMUS II,ALBERT,BOOMER/TABITHA SMITH,MOREAU, PHILLIP,LOCKHEED,FOREARM,CALIBAN/,REAPER II,BEAST/HENRY &HANK& P,JUBILEE/JUBILATION L,PHANTAZIA/,MARVEL GIRL/JEAN GRE,SUMMERS, MADELYNE MA,HODGE, CAMERON,FIREFIST/RUSTY COLLI,STRYFE,TILBY, TRISH/PATRICI,COUNTERWEIGHT/JACK P"
MASTER ELO,"REJECT/RAN-SAK [DEVI,WONDER MAN/SIMON WIL,KRO [DEVIANT]"
MASTER KHAN/TYRONE K,"KNIGHT, MISTY,LEI KUNG, THE THUNDE,WEED,SCARFE, RAFAEL,MEACHUM, JOY,ALEXANDER, CALEB,PLANTMAN/SAM SMITHER,HOGARTH, JERYN,NAMORITA/NITA PRENTI,SSSESTHUGAR,WOLVERINE/LOGAN ,TEMPLE, CLAIRE,WEIN, LEN,CHAKA KHAN,MEACHUM, WARD,EL AGUILA,IRON FIST/DANIEL RAN,SHADES,CLAREMONT, CHRIS,SCIMITAR,WHYTE, HARMONY (HARM,SETH,DIAMOND, BOB,ALEXANDER, CARRIE,IRON FIST H'YLTHRI I,SUB-MARINER/NAMOR MA,DR. STRANGE/STEPHEN ,COMANCHE,WALKER, TESS,CAGE, LUKE/CARL LUCA,WING, COLLEEN,SUPER SKRULL/KL'RT,MONSTROID/BALIOX/7NH,DR. DOOM/VICTOR VON ,AUGUST PERSONAGE IN ,ROYCE, JENNIE,FERA"
MASTER MAN II/ALEXAN,"BUCKY VII/RIKKI BARN,POTTS, VIRGINIA PEPP,DUGAN, TIMOTHY ALOYI"
