hero,connection
SCUZZ,"GHOST RIDER III/DAN ,LUPE,RAZORBLADE II/,WEREWOLF BY NIGHT/JA"
SEERESS,"STORMER,RAVAGE/PROF. GEOFFRE,DETHSTRYK"
SELENE,"BRIGHTWIND,SABRETOOTH/VICTOR CR,JONES, BART,SPITFIRE/LADY JACQUE,THING/BENJAMIN J. GR,MASTER MOLD II,WOLVERINE/LOGAN ,EMPATH/MANUEL ALFONS,PUPPY,QUICKSILVER/PIETRO M,S'YM,COLLINS, BRADBURY,BLAQUESMITH,BIRDBRAIN,DURAN, CONAL,X-MAN/NATHAN GREY ,JETSTREAM/HAROUD IBN,LILANDRA NERAMANI [S,WHITE QUEEN/EMMA FRO,DAZZLER II/ALLISON B,MARVEL GIRL II/VALER,CALLISTO,INVISIBLE WOMAN/SUE ,GOSAMYR,DEMON BEAR,CATSEYE/SHARON SMITH,CROSSBONES/BROCK BIN,NIGHTCRAWLER/KURT WA,ROGUE /,DAYTRIPPER/AMANDA SE,LEECH,EDWARDS, MARTIN/DR. ,TESSA,MAGNETO/MAGNUS/ERIC ,HELLSTORM/DAIMON HEL,COOPER, DR. VALERIE,MOY, ALYSSA,STRANGLEHOLD,BLACK KING/SEBASTIAN,SCRAMBLER,WOLFSBANE/RAHNE SINC,DEVILLE, ARCADIA,REIGNFIRE/,CHENEY, LILA,DONNELY, VICTORIA TO,CANNONBALL II/SAM GU,MADDICKS, ARTHUR ART,ARCLIGHT/PHILLIPA SO,SUNSPOT/ROBERTO DACO,FITZROY, TREVOR,STORM/ORORO MUNROE S,GUTHRIE, LUKE,ZONA,DOMINO III/BEATRICE/,MAGIK/ILLYANA RASPUT,CYPHER/DOUG RAMSEY,SIRYN/THERESA ROURKE,BEDLAM/JESSE AARONSO,DARK BEAST/HENRY MCC,JAMESON, COL. JOHN ,SANDOVAL, JULIANA,COLOSSUS II/PETER RA,RIPTIDE,BOOMER/TABITHA SMITH,DIAMONDBACK II/RACHE,SLEDGE,LOCKHEED,CALIBAN/,CALEDONIA/ALISANDE S,BEAST/HENRY &HANK& P,SAXON, STARR,BINARY/CAROL DANVERS,FIRESTAR/ANGELICA JO,SHADOWCAT/KATHERINE ,JARVIS, EDWIN ,MIRAGE II/DANIELLE M,WIZ KID/TAKESHI MATS,MAGMA/AMARA AQUILLA/,NAZE,TINKERER,VIPER II,SILVER SAMURAI/KENYU,LELAND, HARRY,JONES, CHARLOTTE,SHATTERSTAR II/GAVEE,SUMMERS, NATHAN CHRI,THUNDERBIRD II/JAMES,KALE, JENNIFER,THRENODY,SZARDOS, MARGALI,DELPHI II,SKIDS/SALLY BLEVINS,FORGE,RICHARDS, FRANKLIN B,TAROT/MARIE-ANGE COL,BLACKHEART,SEBASTIAN, MARISSA,JUGGERNAUT/CAIN MARK,HUMAN TORCH/JOHNNY S,JOSHUA, DR. SEGISMUN,LOCUS,PROFESSOR X/CHARLES ,KARMA/XI'AN COY MANH,INDIGO, ODYSSEUS,PRISM,N'ASTIRH,STANKOWICZ, FABIAN,CARTER, PEGGY,COBRA/KLAUS VORHEES,RASPUTINA, ILLYANA I,HULK/DR. ROBERT BRUC,MR. FANTASTIC/REED R,VOGHT, AMELIA,WARLOCK III,CHANDRA, DR.,SCALPHUNTER,ROULETTE II/JENNY ST,SHIP,WONG,MYSTIQUE/RAVEN DARKH,ICEMAN/ROBERT BOBBY ,PHOENIX III/RACHEL S,RISQUE/GLORIA,HOLOCAUST,MECHAMAGE/,HIGH EVOLUTIONARY/HE,RENO, AGENT,PYRE II,HELA [ASGARDIAN],SUMMERS, MADELYNE MA,DRAGONBLOOD, ULYSSES"
SELENE | MUTANT X-VE,"STORM, JOHNNY | MUTA,BLOODSTORM | MUTANT ,MARVEL WOMAN | MUTAN,SUMMERS, SCOTT III |,STACY, GWEN | MUTANT,BRUTE | MUTANT X-VER,HAVOK/ALEX SUMMERS ,UATU | MUTANT X-VERS,GRIMM, BEN | MUTANT"
SENTRY 571,"IRON MAN/TONY STARK ,GALEN KOR, ADMIRAL [,DANVERS, MRS. JOE,RON, TALLA,HOGAN, VIRGINIA PEPP,LOR, KONA,SNOW, VICTORIA,CIR, DYLON,BINARY/CAROL DANVERS,CHAR, BRON,SUPREME INTELLIGENCE"
SENTRY II/BOB REYNOL,"IRON MAN/TONY STARK ,CAPTAIN AMERICA,WATCHDOG,HUMAN TORCH/JOHNNY S,REYNOLDS, LINDY,THOR/DR. DONALD BLAK,ANT-MAN/DR. HENRY J.,VOID,INVISIBLE WOMAN/SUE ,WASP/JANET VAN DYNE"
SENTRY III,"RAMSHOT/,USAGENT/CAPTAIN JOHN,CHARCOAL/CHARLIE BUR,CORD, EDWIN,FIZGIG/,POWER MAN/ERIK JOSTE,CHADWICK, DR. HESPER,JOLT/HALLIE TAKAHAMA,OGRE,WYSPER/MS. STEWART,SCARUM/,CITIZEN V II/HELMUT ,GLOUCESTER,TAUREY, WILLIAM MALC,BOMBLAST/,CHADWICK, CHEER,MOONSTONE II/KARLA S,INGOT/,FIREARM/,ANGEL/WARREN KENNETH,SCREAMING MIMI/MELIS,HOOPSNAKE/,WATCHFIRE/,LOBLOLLY/,FIELDSTONE/,HOARFROST/,HAWK,CITIZEN V III/DALLAS"
SENYAKA,"MAGNETO/MAGNUS/ERIC ,CARGIL/JOANNA CARGIL,PROJECTOR/,SHADOWCAT/KATHERINE ,CORTEZ, FABIAN,WOLVERINE/LOGAN ,QUICKSILVER/PIETRO M,MARROW/SARAH ,URSULA, LADY,MELLENCAMP,THENA,IRON FIST/DANIEL RAN,REM-RAM/,KATH,RANSOME, JENNIFER AM,BARNACLE/,SUVOROV, ADMIRAL GRI,VOGHT, AMELIA,NEOPHYTE/,STORM/ORORO MUNROE S,KLEINSTOCK, SVEN,KAMAL,GAMBIT/REMY LEBEAU ,STATIC,SPOOR/ANDREW HAMISH ,CAGE, LUKE/CARL LUCA,HUMAN TORCH ANDROID/,COLOSSUS II/PETER RA,NIGHTCRAWLER/KURT WA,GARGOUILLE/,VINDALOO/,ROGUE /,JOSEPH,SCANNER II,KLEINSTOCK, HARLAN,BINARY/CAROL DANVERS,VERMIN, LADY,SHE-HULK/JENNIFER WA"
SERSI | MUTANT X-VER,"BLOODSTORM | MUTANT ,POLARIS | MUTANT X-V,ICE-MAN | MUTANT X-V,HULK | MUTANT X-VERS,DR. DOOM | MUTANT X-,BRUTE | MUTANT X-VER,PROFESSOR X | MUTANT,HAVOK/ALEX SUMMERS ,TRITON | MUTANT X-VE,MEDUSA | MUTANT X-VE,IKARIS | MUTANT X-VE"
SET,"STORM/ORORO MUNROE S,SHE-HULK/JENNIFER WA,DAGGER/TANDY BOWEN,CAPTAIN AMERICA,UATU,QUASAR III/WENDELL V,VISION ,THOR/DR. DONALD BLAK,INVISIBLE WOMAN/SUE ,DR. STRANGE/STEPHEN ,GAEA,SERSI/SYLVIA,THING/BENJAMIN J. GR,GHAUR [DEVIANT],ANDROMEDA/ANDROMEDA ,IRON MAN/TONY STARK ,SCARLET WITCH/WANDA ,KENT, CLARK,WONDER MAN/SIMON WIL,BEAST/HENRY &HANK& P,MARVEL GIRL/JEAN GRE,KINGPIN/WILSON FISK,LLYRA/LLYRA MORRIS"
"SEWARD, ANNE","PENNINGTON, AUDRA,SEWARD, JANE,LILITH/ANGEL O'HARA/,FLORESCU, ANTON,DRACULA/VLAD TEPES,SEWARD, ELISABETH,ARMAND,MALTZ"
"SEWARD, DR. CHARLES","SEWARD, ANNE,PENNINGTON, AUDRA,SEWARD, JANE,LILITH/ANGEL O'HARA/,FLORESCU, ANTON,DRACULA/VLAD TEPES,SEWARD, ELISABETH,ARMAND,MALTZ"
SHADOWCAT | MUTANT X,"BLOODSTORM | MUTANT ,COLOSSUS II | MUTANT,FALLEN | MUTANT X-VE,ICE-MAN | MUTANT X-V,BRUTE | MUTANT X-VER,MAGNETO | MUTANT X-V,NIGHTCRAWLER | MUTAN,MR. SINISTER | MUTAN,WAR/ABRAHAM LINCOLN"
SHAMAN/MICHAEL TWOYO,"KA-ZAR/KEVIN PLUNDER,AMERICAN EAGLE III/J,RED GUARDIAN V,HUXLEY, DR. HORATIO,ARISHEM [CELESTIAL],BLACK KNIGHT V/DANE ,MAKKARI/MIKE KHARY/I,WOLVERINE/LOGAN ,BEAST DOPPELGANGER I,JONES, RICHARD MILHO,VAPOR,PATHWAY/LAURA DEAN,GHOST RIDER III/DAN ,DEVIL-SLAYER/ERIC SI,VECTOR,USAGENT DOPPELGANGER,IRON MAN IV/JAMES R.,IRONCLAD,URSA MAJOR/MIKHAIL U,ANT-MAN II/SCOTT HAR,U-MAN/MERRANO,RABBIT,MEDUSA/MEDUSALITH AM,GRONK,EGMA,VINDICATOR II DOPPEL,INVISIBLE WOMAN/SUE ,BLACK CAT/FELICIA HA,HYPERION,BALDER [ASGARDIAN],SNAKE,NECROMANCER/DR. STEP,TECH-NOIR/,PROCTOR, COORDINATOR,POLARIS/LORNA DANE,COURTNEY, DELPHINE,PUCK DOPPELGANGER II,KNIGHT, MISTY,STANE, OBADIAH,MAGUS,WINDSHEAR/COLIN ASHW,CRYSTAL [INHUMAN],JADE DRAGON/DEI GUAN,LEADER/SAM STERNS,REDWING,HUMAN TORCH DOPPELGA,MISS MASS/,CYCLOPS DOPPELGANGER,LOCKLIN, GENERAL MER,STORM/ORORO MUNROE S,CABE, BETHANY,ORKA,GAMBIT/REMY LEBEAU ,DARKSTAR/LAYNIA SERG,WILD CHILD/KYLE GIBN,THOR/DR. DONALD BLAK,CHINOOK,MOONDRAGON DOPPELGAN,RAMA KALIPH,GHOST GIRL II/LILLI,WING, COLLEEN,SMART ALEC/ALEC THOR,HELLCAT/PATSY WALKER,ATTUMA,ICEMAN DOPPELGANGER,LOCKHEED,BLACK GOLIATH/DR. WI,VALINOR,WOLVERINE DOPPELGANG,MARVEL GIRL/JEAN GRE,CODY, GARY,HAWK,X-RAY,FIREBIRD/BONITA JUAR,TYRAK,LUMPKIN, WILLIAM WIL,IGOR,TALISMAN II/ELIZABET,PHARAOH RAMA-TUT,DR. SPECTRUM/JOSEPH ,FIRESTAR/ANGELICA JO,SHADOWCAT/KATHERINE ,DEATH,WOLFSBANE DOPPELGANG,YASHIDA, MARIKO,ARABIAN KNIGHT/ABDUL,GAEA,LIVING TRIBUNAL,REAGAN, RONALD,IRON MAN DOPPELGANGE,LADY DEATHSTRIKE/YUR,BEAUTY,THING DOPPELGANGER I,STRONG GUY/GUIDO CAR,SASQUATCH II,EDDA,MARVEL GIRL DOPPELGA,BLACK KNIGHT V DOPPE,HUNTER, STEVIE,EGGHEAD/PROF. ELIHAS,KARNAK [INHUMAN],FURY, COL. NICHOLAS ,SPIDER-MAN/PETER PAR,GYRICH, HENRY PETER,DR. DRUID/ANTHONY LU,SOLARR,SAINT ELMO,WITCHFIRE,SASQUATCH/WALTER LAN,FORGE,ROSS, GEN. THADDEUS ,POWER, LEFTENANT,MOON KNIGHT/MARC SPE,ROM, SPACEKNIGHT,ANCIENT ONE,BOX II/JERRY JAXXON,AURIC/,PROFESSOR X/CHARLES ,STINGRAY/DR. WALTER ,LUNA/LUNA MAXIMOFF [,JOCASTA,USAGENT/CAPTAIN JOHN,GAMORA,BOX IV/MADISON JEFFR,BLOB/FRED J. DUKES,BEREET,NOVA/RICHARD RIDER,GAMBIT DOPPELGANGER,GOBLYN,MOLE MAN/HARVEY RUPE,PUCK/EUGENE MILTON J,IRON MAN/TONY STARK ,SHROUD/MAXIMILLIAN Q,GYPSY MOTH,HULK/DR. ROBERT BRUC,DOC SAMSON/DR. LEONA,MACHINE MAN/X-51,ANALYZER,KID REAPER,TRUTH,HAMES,BLACK PANTHER/T'CHAL,MIKHLO,GALACTUS/GALAN,WONG,IRON FIST H'YLTHRI I,STARSHINE II/BRANDY ,ICEMAN/ROBERT BOBBY ,BANSHEE/SEAN CASSIDY,JACK OF HEARTS/JACK ,CLARKE, GENERAL JERE,FALCON/SAM WILSON,MOCKINGBIRD/DR. BARB,PSYLOCKE/ELISABETH B,MR. FANTASTIC DOPPEL,FIRESTAR DOPPELGANGE,SABRA/RUTH BAT-SERAP,CRIMSON DYNAMO V/DIM,CHANG, IMEI,THANOS,DARKHAWK DOPPELGANGE,DAREDEVIL/MATT MURDO,WARLOCK II/ADAM WARL,MULTIPLE MAN/JAMES A,GARGOYLE II/ISAAC CH,BERSERKER III,LOCKJAW [INHUMAN],SUMMERS, MADELYNE MA,BANNER, BETTY ROSS T,HELIO,SPIDER-WOMAN/JESSICA,EON,THING/BENJAMIN J. GR,HAVOK/ALEX SUMMERS ,MASTER/ESHU,AJAK/TECUMOTZIN [ETE,SCARLET WITCH/WANDA ,QUICKSILVER/PIETRO M,RAT,RHINO,TORPEDO III/BROCK JO,GAMMENON [CELESTIAL],QUICKSILVER DOPPELGA,INFINITY II,WEREWOLF BY NIGHT/JA,NIGHTMARE/EDVARD HAB,ACBA,DIABLO/ESTEBAN DE AB,AGEE, DR. AUBREY,NORTHSTAR/JEAN-PAUL ,UATU,DAZZLER II/ALLISON B,BLACK BOLT/BLACKANTO,SU, DR. KO BIN,TALISMAN III/NAHITA,PHOBIUS,THANOS DOPPELGANGER,NORRISS, SISTER BARB,NOVA II/FRANKIE RAYE,NIGHTCRAWLER/KURT WA,HEADLOK,ARCANNA/ARCANNA JONE,ROGUE /,3-D MAN/CHARLES CHAN,MASTERS, ALICIA REIS,WONDER MAN/SIMON WIL,DR. DOOM/VICTOR VON ,LOBO,SHANNA/SHANNA O'HARA,HULK DOPPELGANGER II,CHASIN, MAJOR,DRUMM, JERICHO,FANTASMA,LOKI [ASGARDIAN],HELLSTORM/DAIMON HEL,MAD DOG/COLONEL BUZZ,AUSTIN, TERRY,CYCLOPS/SCOTT SUMMER,WEAPON X III,WILD CHILD DOPPELGAN,THUNDERSTRIKE/ERIC K,WASP/JANET VAN DYNE ,SPEEDBALL DOPPELGANG,DEATHURGE,BRICKMAN, SEN. MILES,BYRRAH [ATLANTEAN],WOLFSBANE/RAHNE SINC,HERCULES DOPPELGANGE,ORIGIN/PHYLLIS TWOMB,SERGEI,BLACK CROW/JESSE BLA,CAPTAIN BRITAIN/BRIA,EBONY,LLAN,ROMA,SPEEDBALL/ROBBIE BAL,VANGUARD/NICOLAI KRY,DEFENSOR,JAMESON, J. JONAH,BROTHER VOODOO/DANIE,COLOSSUS II DOPPELGA,CAGE, LUKE/CARL LUCA,COLOSSUS II/PETER RA,NEMESIS,DEMONICUS/DR. DOUGLA,GRANDMASTER/EN DWI G,AURORA DOPPELGANGER,BEAST/HENRY &HANK& P,MARRINA/MARRINA SMAL,PEREGRINE, LE/FRANCK,SHE-HULK/JENNIFER WA,QUASAR III/WENDELL V,MANBOT/BERNIE LACHEN,STITCH/,PESTILENCE/CAPT. F.R,TIGRA/GREER NELSON,GORGON [INHUMAN],WHIZZER/ROBERT L. FR,IKARIS/IKE HARRIS [E,NAMORITA/NITA PRENTI,FLORES, JAMIE,AURORA/JEANNE-MARIE ,SERSI/SYLVIA,VISION DOPPELGANGER ,RED GHOST/IVAN KRAGO,SUNFIRE/SHIRO YOSHID,BILE/,AGEE, REBECCA,HERCULES [GREEK GOD],THAKOS,OX IV,KRONOS,IRON FIST/DANIEL RAN,VOSTOK,GENTRY,DAREDEVIL DOPPELGANG,TANAKA, KENJIRO,PIP/PRINCE GOFERN,THUNDERBIRD II/JAMES,VASHTI,KALE, JENNIFER,ETERNITY/ADAM QADMON,FIREBUG/,BOX/ROGER BOCHS,VISION ,SILVER,RADIUS/JARED CORBO,SILHOUETTE,ANT-MAN/DR. HENRY J.,COLLECTIVE MAN,MAELSTROM/MALCOLM ST,WILFORD, BONNIE,RICHARDS, FRANKLIN B,NAMORITA DOPPELGANGE,ANGEL/WARREN KENNETH,GROUNDHOG/SEAN BENAR,DARKHAWK/CHRIS POWEL,PEATOR,STRONGARM/,ABOMINATION/EMIL BLO,GUARDIAN V/JAMES MAC,WHIZZER II/STANLEY S,SNOWBIRD/NARYA/ANNE ,BLITZKRIEG/,HARKNESS, AGATHA,HUMAN TORCH/JOHNNY S,KURSE/ALGRIM [ASGARD,SILVER SURFER/NORRIN,BALLANTINE, KAYLA,BLACK WIDOW/NATASHA ,MOON KNIGHT DOPPELGA,KISMET/J'RIDIA STARD,PERUN,DIAMOND LIL/LILLIAN ,NIGHTHAWK/KYLE RICHM,NORTHSTAR DOPPELGANG,STORM DOPPELGANGER,RED WOLF III/WILL TA,MURMUR II/ARLETTE TR,MOONDRAGON/HEATHER D,FLEX/ADRIAN CORBO,PATRICK, KERRY,MANIKIN/DR. WHITMAN ,GUARDIAN/JAMES MACDO,BEYONDER,MR. FANTASTIC/REED R,HUDSON, HEATHER,CAPTAIN AMERICA,SHAMROCK/MOLLY FITZG,SILVER SURFER DOPPEL,PERSUASION/KARA KILL,SUB-MARINER/NAMOR MA,DR. STRANGE/STEPHEN ,PHOENIX III/RACHEL S,SINEW/,TEXAS TWISTER/DREW D,LIVING LIGHTNING/MIG,DRAX/ARTHUR DOUGLAS,WENDIGO II/GEORGES B,CHARM,SCORPION/MACDONALD G,BRAIN DRAIN/WERNER S,MESMERO,HELA [ASGARDIAN],RED GUARDIAN III/DR.,MULTIPLE MAN DOPPELG,SILVER DAGGER/ISAIAH"
SHANGA,"STRANGER,POWER PRINCESS/ZARDA,DR. SPECTRUM/JOSEPH ,MAKKARI/MIKE KHARY/I,4-D MAN/MERCURIO,EGO-PRIME,DRAGONFLY/VERONICA D,ARCANNA/ARCANNA JONE,JAKAR,RED GUARDIAN III/DR.,OVERMIND/GROM,BI-BEAST II,TANAKA, KENJIRO,BALLANTINE, KAYLA"
SHAPER OF WORLDS,"GIDEON, GREGORY HUNG,WILBURN, MYRON,MEDUSA/MEDUSALITH AM,MOLECULE MAN/OWEN RE,JONES, MARLO CHANDLE,MS. MARVEL II/SHARON,THING/BENJAMIN J. GR,AQUARIAN/WUNDARR,BERENGHETTI, MICHAEL,VOLCANA/MARSHA ROSEN,HULK/DR. ROBERT BRUC,MR. FANTASTIC/REED R,BEYONDER,SUPREME INTELLIGENCE,BANNER, BETTY ROSS T,SILVER SURFER/NORRIN,GLORIAN/THOMAS GIDEO"
SHATTERFIST/,"UROC,THOR IV/DARGO,MASTERSON, KEVIN,LOKI [ASGARDIAN],NIGHT THRASHER/DUANE,MOONSTONE II/KARLA S,CORD, EDWIN,THUNDERSTRIKE/ERIC K,4-D MAN/MERCURIO,EXECUTIONER II/SKURG,PARETSKY, DR. GARY,STEELE, MARCY MASTER,ZARRKO, ARTHUR,TYRUS,BETA RAY BILL,STEELE, BOBBY,AUSTIN, SUSAN,DEMONSTAFF,COBRA/KLAUS VORHEES,SUNSTROKE/,SAPRISTI, JERRY,GREY GARGOYLE/PAUL P,SERVITOR"
SHATTERSTAR II/GAVEE,"BRIGHTWIND,FURMINTZ, HARMON,SABRETOOTH/VICTOR CR,CHORD, ANDREW,MANH, COY NGA,MOONHUNTER/ZACK MOON,RED GUARDIAN V,WOLVERINE/LOGAN ,HAVOK/ALEX SUMMERS ,BLACK TOM CASSIDY,FAMINE/AUTUMN ROLFSO,QUICKSILVER/PIETRO M,BLAQUESMITH,GIDEON,TOAD/MORTIMER TOYNBE,WEREWOLF BY NIGHT/JA,SAURON/DR. KARL LYKO,WHITE QUEEN/EMMA FRO,HARNESS/ERIKA BENSON,NIGHT THRASHER/DUANE,APOCALYPSE/EN SABAH ,ROSENTHAL, BERNIE,ROUSSEAU, ETIENNE,MINDMELD/,PRODIGAL/,NORRISS, SISTER BARB,TEMPO,NIGHTCRAWLER/KURT WA,LEGION II/DAVID HALL,POLARIS/LORNA DANE,DAYTRIPPER/AMANDA SE,ROGUE /,GRIZZLY II/THEODORE ,FEROCIA/,WORMWOOD,TESSA,DEADPOOL/JACK/WADE W,ARAGORN,PYRO/ALLERDYCE JOHNN,CYCLOPS/SCOTT SUMMER,SHINAR,WILDSIDE,COOPER, DR. VALERIE,MEGGAN,BLACK KING/SEBASTIAN,WOLFSBANE/RAHNE SINC,PIROUETTE/JOBETH,CANNONBALL II/SAM GU,MADDICKS, ARTHUR ART,CAPTAIN BRITAIN/BRIA,SUNSPOT/ROBERTO DACO,STROBE/,MALEKITH/MALCOLM KEI,SPEEDBALL/ROBBIE BAL,STORM/ORORO MUNROE S,CRULE,DRUID/DREDMUND CROMW,GAMBIT/REMY LEBEAU ,COLE, PRISCILLA,DOMINO III/BEATRICE/,CYPHER/DOUG RAMSEY,SIRYN/THERESA ROURKE,DARK BEAST/HENRY MCC,JAMESON, COL. JOHN ,COLOSSUS II/PETER RA,NICODEMUS II,BOOMER/TABITHA SMITH,SLEDGE,BRIDGE, GEORGE WASHI,MASQUE,FOREARM,CALIBAN/,REAPER II,BEAST/HENRY &HANK& P,PHANTAZIA/,JUBILEE/JUBILATION L,MARVEL GIRL/JEAN GRE,STRYFE,OGADA, DR.,JUSTICE II/VANCE AST,FIRESTAR/ANGELICA JO,SHADOWCAT/KATHERINE ,COPYCAT/VANESSA,HITCHUCK, KELLY,BISHOP /,SHADOW KING/AMAHL FA,PIECEMEAL/GILBERT BE,NAMORITA/NITA PRENTI,SPIRAL,MIRAGE II/DANIELLE M,STRONG GUY/GUIDO CAR,MIMIC/CALVIN RANKIN,MIST,NIGHTSHADE/TILDA,HUNTER, STEVIE,ARCADE/,THUNDERBIRD II/JAMES,SUMMERS, NATHAN CHRI,SPIDER-MAN/PETER PAR,BEAUMONT, SPENCER,DR. DRUID/ANTHONY LU,STRONG, MARTIN HENRY,TYGERSTRYKE/,SKIDS/SALLY BLEVINS,SILHOUETTE,WEISMAN, DR.,FORGE,ANGEL/WARREN KENNETH,IMPOSSIBLE MAN,SNAKESKIN II/,THORNN II/LUCIA CALL,JUGGERNAUT/CAIN MARK,JOSHUA, DR. SEGISMUN,TOLLIVER,SAUL,CLEARCUT/,LOCUS,PROFESSOR X/CHARLES ,TUSK,KANDRA,HAWKSHAW,WEAPON X II/GARRISON,ZERO,BLOB/FRED J. DUKES,FERAL/MARIA CALLASAN,NOVA/RICHARD RIDER,BRUTE II/,MACTAGGERT, MOIRA KI,ABSALOM,PROTEUS II,RICTOR/JULIO ESTEBAN,MR. SINISTER/NATHAN ,WENDIGO III/FRANCOIS,GAUNTLET,RANSOME, JENNIFER AM,WAR/ABRAHAM LINCOLN ,CHANDRA, DR.,CAPTAIN AMERICA,PICO,NEUROTAP/MICHELLE BA,GRYPHON/COMMANDER EK,ICEMAN/ROBERT BOBBY ,BANSHEE/SEAN CASSIDY,VANISHER,CLARKE, GENERAL JERE,RISQUE/GLORIA,HOLOCAUST,WISDOM, PETER,PSYLOCKE/ELISABETH B,PATCH II,PROSH,CUEBALL/,MULTIPLE MAN/JAMES A,HELA [ASGARDIAN],PSYNAPSE,LANG, DR. STEVEN,FIREFIST/RUSTY COLLI"
"SHELDON, PHIL","DUGAN, TIMOTHY ALOYI,ROSE IV/JACOB JAKE C,CYCLOPS/SCOTT SUMMER,FORTUNATO,PARKER, MAY,RADIOACTIVE MAN/DR. ,THING/BENJAMIN J. GR,WASP/JANET VAN DYNE ,IRON MAN/TONY STARK ,SCARLET WITCH/WANDA ,QUICKSILVER/PIETRO M,PARKER, BEN,RIGOLETTO, DON DANTE,MR. FANTASTIC/REED R,CAPTAIN AMERICA,SPIDER-MAN/PETER PAR,UATU,JAMESON, J. JONAH,ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK,SUB-MARINER/NAMOR MA,ROBERTSON, JOE,INVISIBLE WOMAN/SUE ,DR. STRANGE/STEPHEN ,JONES, GABE,ANGEL/WARREN KENNETH,KINCAID, DR. JANE FO,BLACK KNIGHT IV/PROF,NELSON, FRANKLIN FOG,HELLCAT/PATSY WALKER,DAREDEVIL/MATT MURDO,HUMAN TORCH/JOHNNY S,BEAST/HENRY &HANK& P,MELTER/BRUNO HORGAN,PROFESSOR X/CHARLES ,MARVEL GIRL/JEAN GRE,HAWK,SILVER SURFER/NORRIN,KINGPIN/WILSON FISK"
SHIN,"CYANIDE JANE,GAUNT II,BLAQUESMITH,SECOND/ALECTO,MERRYWEATHER, IRENE,BEAST/HENRY &HANK& P,PHOENIX III/RACHEL S"
SHIP,"DEATHBIRD [SHI'AR],SABRETOOTH/VICTOR CR,THING/BENJAMIN J. GR,MASTER MOLD II,WOLVERINE/LOGAN ,HAVOK/ALEX SUMMERS ,RAZA LONGKNIFE,ORACLE/LADY SIBYL,TANAKA, GEORGE,GHOST RIDER III/DAN ,CANTOR, VERA,LILANDRA NERAMANI [S,GREY, ELAINE,CH'OD,WHITE QUEEN/EMMA FRO,DAZZLER II/ALLISON B,D'AURIA, JACK,APOCALYPSE/EN SABAH ,INVISIBLE WOMAN/SUE ,GLADIATOR II,WIDGET,AZURE,WIPEOUT,NIGHTCRAWLER/KURT WA,LONGSHOT,QUASAR II,ROGUE /,POLARIS/LORNA DANE,LEECH,HARDRIVE,WARSTAR,PUNCHOUT,CR'REEE,CRYSTAL [INHUMAN],CYCLOPS/SCOTT SUMMER,MEGGAN,BLACK KING/SEBASTIAN,CORSAIR,SMASHER IV,WOLFSBANE/RAHNE SINC,FOXBAT,MASON, WANDA,MADDICKS, ARTHUR ART,CANNONBALL II/SAM GU,CAPTAIN BRITAIN/BRIA,SUNSPOT/ROBERTO DACO,STORM/ORORO MUNROE S,MAM'SELLE HEPZIBAH,TANAKA, OPAL,COLOSSUS II/PETER RA,BOOMER/TABITHA SMITH,MOREAU, PHILLIP,LOCKHEED,CALIBAN/,BEAST/HENRY &HANK& P,PIXIE II/,INFECTIA/JOSEPHINE,MARVEL GIRL/JEAN GRE,BINARY/CAROL DANVERS,TILBY, TRISH/PATRICI,IMPULSE,SHE-HULK/JENNIFER WA,WEI, LINDA,KATSU'TA'RO,SHADOWCAT/KATHERINE ,YASHIDA, MARIKO,SERSI/SYLVIA,MIRAGE II/DANIELLE M,WIZ KID/TAKESHI MATS,HUSSAR,RICHARDS, FRANKLIN 2,ORPHAN-MAKER/PETER,GREY, DR. JOHN,JONES, CHARLOTTE,TEMPEST/GRANNZ,EARTHQUAKE,SUMMERS, NATHAN CHRI,HOBGOBLIN II/RODERIC,SKIDS/SALLY BLEVINS,FORGE,ANGEL/WARREN KENNETH,HOBGOBLIN,BARRAGE,ASKANI,TITAN,HUMAN TORCH/JOHNNY S,PROFESSOR X/CHARLES ,TUSK,SILVER SURFER/NORRIN,HAWKSHAW,MIDGET,MOREAU, DAVID,ISBISA/DR. SANDERSON,N'ASTIRH,ASTRA,RICTOR/JULIO ESTEBAN,STARBOLT,RANSOME, JENNIFER AM,RASPUTINA, ILLYANA I,MR. FANTASTIC/REED R,COBALT II,WARLOCK III,NIGHTSIDE,CAPTAIN AMERICA,ICEMAN/ROBERT BOBBY ,PHOENIX III/RACHEL S,DR. STRANGE/STEPHEN ,BANSHEE/SEAN CASSIDY,TRITON,PSYLOCKE/ELISABETH B,HIRO,CORAL,SUMMERS, MADELYNE MA,PSYNAPSE,AHAB/RORY CAMPBELL,HODGE, CAMERON"
SHIVA,"FORGE,PROFESSOR X/CHARLES ,WOLVERINE/LOGAN"
SIBERCAT/,"IRON MAN/TONY STARK ,BLACK WIDOW/NATASHA ,SCARLET WITCH/WANDA ,JUSTICE II/VANCE AST,VANGUARD/NICOLAI KRY,FANTASMA,FIRESTAR/ANGELICA JO,MANDARIN,VOSTOK,MADAME MASQUE IV,WONDER MAN/SIMON WIL,IRON MAN IV/JAMES R."
SIGMAR,"HOLDEN, DR. SAMUEL,GAMMENON [CELESTIAL],IKARIS/IKE HARRIS [E,DRUIG,DREAMING CELESTIAL/T,MAKKARI/MIKE KHARY/I,ZIRAN,SERSI/SYLVIA,ZURAS,DAMIAN, MARGO"
